3,Oct-99,1999,OCTOBER,10,11.588,0.878,,,,,,,,,,,,,,,,,,
4,Oct-99,1999,OCTOBER,10,14.373,1.629,12.980,1.253,0.0965472212392345,0.588712636536302,0.588712636536302,,,graphs not updated for 2020-2024 data,,,,,,,,,0.116183027542321,0.116183027542321
3,Nov-99,1999,NOVEMBER,11,4.107,0.063,,,,,,,,,,,,,,,,,,
4,Nov-99,1999,NOVEMBER,11,4.563,0.064,4.335,0.063,0.0146388761759798,-0.717856117389081,-0.129143480852779,,,,,,,,,,,,-0.74256336873687,-0.626380341194549
3,Dec-99,1999,DECEMBER,12,3.612,0.022,,,,,,,,,,,,,,,,,,
4,Dec-99,1999,DECEMBER,12,7.686,0.046,5.649,0.034,0.00595411621030411,-0.856391891707693,-0.985535372560472,,,,,,,,,,,,-0.612009135916321,-1.23838947711087
3,Jan-00,2000,JANUARY,1,5.243,0.019,,,,,,,,,,,,,,,,,,
4,Jan-00,2000,JANUARY,1,9.203,0.041,7.223,0.030,0.00415420715658569,-0.885103312109115,-1.87063868466959,,,,,,,,,,,,-0.455677103455349,-1.69406658056622
3,Feb-00,2000,FEBRUARY,2,4.364,0.064,,,,,,,,,,,,,,,,,,
4,Feb-00,2000,FEBRUARY,2,6.768,0.092,5.566,0.078,0.0140136148656902,-0.727830032628512,-2.5984687172981,,,,,,,,,,,,-0.620277889287535,-2.31434446985375
3,Mar-00,2000,MARCH,3,3.953,0.038,,,,,,,,,,,,,,,,,,
4,Mar-00,2000,MARCH,3,15.295,0.111,9.624,0.075,0.00774725723999999,-0.827788432084953,-3.42625714938305,,,,,,,,,,,,-0.217192749523619,-2.53153721937737
3,Apr-00,2000,APRIL,4,20.474,0.301,,,,,,,,,,,,,,,,,,
4,Apr-00,2000,APRIL,4,31.833,0.490,26.154,0.396,0.0151291542392353,-0.710035400248601,-4.13629254963165,,,,,,,,,,,,1.42472797893981,-1.10680924043756
3,May-00,2000,MAY,5,12.217,0.462,,,,,,,,,,,,,,,,,,
4,May-00,2000,MAY,5,13.170,0.688,12.694,0.575,0.0453232786351164,-0.228390954162819,-4.36468350379447,,,,,,,,,,,,0.0877248760863794,-1.01908436435118
3,Jun-00,2000,JUNE,6,18.425,1.454,,,,,,,,,,,,,,,,,,
4,Jun-00,2000,JUNE,6,32.977,4.470,25.701,2.962,0.115248905310688,0.887034328113324,-3.47764917568115,,,,,,,,,,,,1.3797469331818,0.360662568830616
3,Jul-00,2000,JULY,7,20.025,2.346,,,,,,,,,,,,,,,,,,
4,Jul-00,2000,JULY,7,31.953,2.906,25.989,2.626,0.101050102185059,0.660540770066728,-2.81710840561442,,,,,,,,,,,,1.40838981071424,1.76905237954486
3,Aug-00,2000,AUGUST,8,28.157,3.489,,,,,,,,,,,,,,,,,,
4,Aug-00,2000,AUGUST,8,35.418,4.439,31.787,3.964,0.124698892400746,1.03777669566248,-1.77933170995194,,,,,,,,,,,,1.98430465654603,3.75335703609089
3,Sep-00,2000,SEPTEMBER,9,5.505,0.761,,,,,,,,,,,,,,,,,,
4,Sep-00,2000,SEPTEMBER,9,10.028,1.212,7.766,0.987,0.127049447802235,1.0752718036345,-0.70405990631744,,,,,,,,,,,,-0.401704544367092,3.3516524917238
3,Oct-00,2000,OCTOBER,10,5.155,0.050,,,,,,,,,,,,,,,,,,
4,Oct-00,2000,OCTOBER,10,7.620,0.519,6.388,0.285,0.0445610794675608,-0.240549246652149,-0.944609152969589,,,,,,,,,,,,-0.538633831522289,2.81301866020151
3,Nov-00,2000,NOVEMBER,11,2.148,0.246,,,,,,,,,,,,,,,,,,
4,Nov-00,2000,NOVEMBER,11,5.097,0.658,3.623,0.452,0.124678805475277,1.03745627716105,0.0928471241914606,,,,,,,,,,,,-0.813286861858541,1.99973179834297
3,Dec-00,2000,DECEMBER,12,1.871,0.026,,,,,,,,,,,,,,,,,,
4,Dec-00,2000,DECEMBER,12,3.762,0.058,2.816,0.042,0.0149311431843791,-0.713193992416555,-0.620346868225094,,,,,,,,,,,,-0.89339454377306,1.10633725456991
3,Jan-01,2001,JANUARY,1,3.660,0.062,,,,,,,,,,,,,,,,,,
4,Jan-01,2001,JANUARY,1,7.178,0.110,5.419,0.086,0.0159009413085087,-0.697724165433424,-1.31807103365852,,,,,,,,,,,,-0.634861088977097,0.471476165592809
3,Feb-01,2001,FEBRUARY,2,3.838,0.068,,,,,,,,,,,,,,,,,,
4,Feb-01,2001,FEBRUARY,2,4.647,0.105,4.243,0.086,0.0203588632614991,-0.626613199551777,-1.9446842332103,,,,,,,,,,,,-0.751712362735221,-0.280236197142413
