6,1/24/1995,1995,JANUARY,1,6.57,0.487551308,,,,,,,
15,1/24/1995,1995,JANUARY,1,3.80,-0.139776417,,,,,,,
8,1/25/1995,1995,JANUARY,1,1.87,-0.576867575,-0.076364228,,4.08,,,,
8,2/15/1995,1995,FEBRUARY,2,0.96,-0.782957189,,,,,,,
6,2/16/1995,1995,FEBRUARY,2,,,,,,,,,
15,2/16/1995,1995,FEBRUARY,2,1.46,-0.669721138,-0.726339163,-0.802703391,1.21,,,,
6,3/22/1995,1995,MARCH,3,3.68,-0.166953069,,,,,,,
15,3/22/1995,1995,MARCH,3,2.57,-0.418337103,,,,,,,
8,3/23/1995,1995,MARCH,3,0.24,-0.946017103,-0.510435759,-1.31313915,2.163333333,,,,
8,4/20/1995,1995,APRIL,4,0.67,-0.848634099,,,,,,,
6,4/25/1995,1995,APRIL,4,0.96,-0.782957189,,,,,,,
15,4/25/1995,1995,APRIL,4,1.63,-0.63122088,-0.754270723,-2.067409872,1.086666667,,,,
6,5/16/1995,1995,MAY,5,2.28,-0.484014013,,,,,,,
15,5/16/1995,1995,MAY,5,4.99,0.129725386,,,,,,,
8,5/20/1995,1995,MAY,5,76.05,16.22283302,5.289514796,3.222104924,27.77333333,,,,
8,6/14/1995,1995,JUNE,6,0.34,-0.923369893,,,,,,,
6,6/15/1995,1995,JUNE,6,21.17,3.79404401,,,,,,,
15,6/15/1995,1995,JUNE,6,24.47,4.54140195,2.470692023,5.692796947,15.32666667,,,,
6,7/5/1995,1995,JULY,7,24.47,4.54140195,,,,,,,
15,7/5/1995,1995,JULY,7,10.68,1.418351651,,,,,,,
8,7/6/1995,1995,JULY,7,1.01,-0.771633584,1.729373339,7.422170286,12.05333333,,,,
8,8/22/1995,1995,AUGUST,8,0.98,-0.778427747,,,,,,,
6,8/23/1995,1995,AUGUST,8,3.79,-0.142041138,,,,,,,
15,8/23/1995,1995,AUGUST,8,7.25,0.641552338,-0.092972182,7.329198103,4.006666667,,,,
6,9/20/1995,1995,SEPTEMBER,9,6.08,0.376579978,,,,,,,
15,9/20/1995,1995,SEPTEMBER,9,3.32,-0.248483026,,,,,,,
8,9/21/1995,1995,SEPTEMBER,9,0.99,-0.776163026,-0.216022025,7.113176079,3.463333333,,,,
8,10/12/1995,1995,OCTOBER,10,0.19,-0.957340708,,,,,,,
6,10/13/1995,1995,OCTOBER,10,3.29,-0.255277189,,,,,,,
15,10/13/1995,1995,OCTOBER,10,0.96,-0.782957189,-0.665191696,6.447984383,1.48,,,,
15,12/6/1995,1995,DECEMBER,12,5.98,0.353706295,,,,,,,
8,12/8/1995,1995,DECEMBER,12,1.16,-0.738115713,-0.192204709,6.255779674,4.0485,6.971984848,,,
6,1/22/1996,1996,JANUARY,1,7.87,0.781965042,,,,,,,
15,1/22/1996,1996,JANUARY,1,6.03,0.366162261,,,,,,,
8,1/23/1996,1996,JANUARY,1,4.30,-0.025860949,0.374088785,6.629868459,6.069,,,,
8,2/12/1996,1996,FEBRUARY,2,7.25,0.641099394,,,,,,,
6,2/15/1996,1996,FEBRUARY,2,2.65,-0.400445807,,,,,,,
15,2/15/1996,1996,FEBRUARY,2,4.57,0.035060047,0.091904544,6.721773004,4.823,,,,
6,3/18/1996,1996,MARCH,3,2.43,-0.449137309,,,,,,,
15,3/18/1996,1996,MARCH,3,4.17,-0.055755267,,,,,,,
8,3/19/1996,1996,MARCH,3,3.38,-0.234668228,-0.246520268,6.475252736,3.328666667,,,,
8,4/18/1996,1996,APRIL,4,0.84,-0.810360313,,,,,,,
6,4/19/1996,1996,APRIL,4,2.32,-0.474728657,,,,,,,
