6,1/24/1995,1995,JANUARY,1,19.00,-0.32670263,,,,
15,1/24/1995,1995,JANUARY,1,2.18,-0.893796359,,,,
8,1/25/1995,1995,JANUARY,1,2.22,-0.892447741,-0.704315577,,7.8,
8,2/15/1995,1995,FEBRUARY,2,3.85,-0.837491571,,,,
6,2/16/1995,1995,FEBRUARY,2,,,,,,
15,2/16/1995,1995,FEBRUARY,2,3.22,-0.858732299,-0.848111935,-1.552427512,3.535,
6,3/22/1995,1995,MARCH,3,7.00,-0.73128793,,,,
15,3/22/1995,1995,MARCH,3,7.09,-0.72825354,,,,
8,3/23/1995,1995,MARCH,3,4.06,-0.830411328,-0.763317599,-2.315745111,6.05,
8,4/20/1995,1995,APRIL,4,9.33,-0.652730951,,,,
6,4/25/1995,1995,APRIL,4,0.93,-0.935940661,,,,
15,4/25/1995,1995,APRIL,4,5.17,-0.792987188,-0.793886267,-3.109631378,5.143333333,
6,5/16/1995,1995,MAY,5,13.00,-0.52899528,,,,
15,5/16/1995,1995,MAY,5,29.60,0.030681052,,,,
8,5/20/1995,1995,MAY,5,33.70,0.168914363,-0.109799955,-3.219431333,25.43333333,
8,6/14/1995,1995,JUNE,6,45.10,0.553270398,,,,
6,6/15/1995,1995,JUNE,6,62.50,1.139919083,,,,
15,6/15/1995,1995,JUNE,6,44.70,0.539784221,0.744324567,-2.475106766,50.76666667,
6,7/5/1995,1995,JULY,7,88.80,2.026635199,,,,
15,7/5/1995,1995,JULY,7,83.80,1.858057991,,,,
8,7/6/1995,1995,JULY,7,72.90,1.490559676,1.791750955,-0.68335581,81.83333333,
8,8/22/1995,1995,AUGUST,8,94.40,2.215441672,,,,
6,8/23/1995,1995,AUGUST,8,29.00,0.010451787,,,,
15,8/23/1995,1995,AUGUST,8,69.90,1.389413351,1.20510227,0.52174646,64.43333333,
6,9/20/1995,1995,SEPTEMBER,9,78.20,1.669251517,,,,
15,9/20/1995,1995,SEPTEMBER,9,83.20,1.837828726,,,,
8,9/21/1995,1995,SEPTEMBER,9,29.00,0.010451787,1.172510677,1.694257136,63.46666667,
8,10/12/1995,1995,OCTOBER,10,22.60,-0.20532704,,,,
6,10/13/1995,1995,OCTOBER,10,26.90,-0.060350641,,,,
15,10/13/1995,1995,OCTOBER,10,30.10,0.047538773,-0.072712969,1.621544167,26.53333333,
15,12/6/1995,1995,DECEMBER,12,5.43,-0.784221173,,,,
8,12/8/1995,1995,DECEMBER,12,3.29,-0.856372218,-0.820296696,0.801247471,4.36,
6,1/22/1996,1996,JANUARY,1,8.37,-0.685097775,,,,
15,1/22/1996,1996,JANUARY,1,4.86,-0.803438975,,,,
8,1/23/1996,1996,JANUARY,1,0.91,-0.93661497,-0.808383906,-0.007136435,4.713333333,
8,2/12/1996,1996,FEBRUARY,2,0.01,-0.966958867,,,,
6,2/15/1996,1996,FEBRUARY,2,0.01,-0.966958867,,,,
15,2/15/1996,1996,FEBRUARY,2,0.01,-0.966958867,-0.966958867,-0.974095302,0.01,
6,3/18/1996,1996,MARCH,3,0.01,-0.966958867,,,,
15,3/18/1996,1996,MARCH,3,5.26,-0.789952798,,,,
8,3/19/1996,1996,MARCH,3,0.01,-0.966958867,-0.907956844,-1.882052147,1.76,
8,4/18/1996,1996,APRIL,4,1.95,-0.90155091,,,,
6,4/19/1996,1996,APRIL,4,3.44,-0.851314902,,,,
