1,1/24/1995,1995,JANUARY,1,1.23,-0.56012024,,,,,
17,1/24/1995,1995,JANUARY,1,,,,,,,
18,1/24/1995,1995,JANUARY,1,1.37,-0.553106212,-0.556613226,,1.3,,
1,2/16/1995,1995,FEBRUARY,2,0.82,-0.580661323,,,,,
17,2/16/1995,1995,FEBRUARY,2,6.81,-0.280561122,,,,,
18,2/16/1995,1995,FEBRUARY,2,,,-0.430611222,-0.987224449,3.815,,
1,3/22/1995,1995,MARCH,3,0.17,-0.613226453,,,,,
17,3/22/1995,1995,MARCH,3,7.36,-0.253006012,,,,,
18,3/22/1995,1995,MARCH,3,,,-0.433116232,-1.420340681,3.765,,
1,4/19/1995,1995,APRIL,4,1.39,-0.552104208,,,,,
17,4/19/1995,1995,APRIL,4,,-0.621743487,,,,,
18,4/19/1995,1995,APRIL,4,0.11,,-0.586923848,-2.007264529,0.75,,
1,5/16/1995,1995,MAY,5,3.42,-0.450400802,,,,,
17,5/16/1995,1995,MAY,5,2.71,-0.485971944,,,,,
18,5/16/1995,1995,MAY,5,3.08,-0.46743487,-0.467935872,-2.475200401,3.07,,
1,6/15/1995,1995,JUNE,6,12.40,-0.000501002,,,,,
17,6/15/1995,1995,JUNE,6,3.12,-0.465430862,,,,,
18,6/15/1995,1995,JUNE,6,9.01,-0.170340681,-0.212090848,-2.687291249,8.176666667,,
1,7/5/1995,1995,JULY,7,14.40,0.099699399,,,,,
17,7/5/1995,1995,JULY,7,9.68,-0.136773547,,,,,
18,7/5/1995,1995,JULY,7,40.30,1.397294589,0.453406814,-2.233884436,21.46,,
1,8/23/1995,1995,AUGUST,8,8.56,-0.192885772,,,,,
17,8/23/1995,1995,AUGUST,8,6.56,-0.293086172,,,,,
18,8/23/1995,1995,AUGUST,8,15.20,0.139779559,-0.115397462,-2.349281897,10.10666667,,
1,9/20/1995,1995,SEPTEMBER,9,13.00,0.029559118,,,,,
17,9/20/1995,1995,SEPTEMBER,9,5.17,-0.362725451,,,,,
18,9/20/1995,1995,SEPTEMBER,9,8.39,-0.201402806,-0.178189713,-2.52747161,8.853333333,,
1,10/13/1995,1995,OCTOBER,10,10.60,-0.090681363,,,,,
17,10/13/1995,1995,OCTOBER,10,2.44,-0.499498998,,,,,
18,10/13/1995,1995,OCTOBER,10,2.60,-0.491482966,-0.360554442,-2.888026052,5.213333333,,
1,12/7/1995,1995,DECEMBER,12,7.27,-0.25751503,,,,,
17,12/7/1995,1995,DECEMBER,12,3.54,-0.444388778,,,,,
