6,Oct-99,1999,OCTOBER,10,3.570,0.015,,,,,,,,
8,Oct-99,1999,OCTOBER,10,0.684,0.000,,,,,,,,
15,Oct-99,1999,OCTOBER,10,2.126,0.000,2.127,0.005,0.00241429960264166,#REF!,#REF!,,,
6,Nov-99,1999,NOVEMBER,11,2.405,0.028,,,,,,,,graphs not updated for 2020-2024 data
8,Nov-99,1999,NOVEMBER,11,0.311,0.000,,,,,,,,
15,Nov-99,1999,NOVEMBER,11,1.386,0.000,1.367,0.009,0.00686262198826782,#REF!,#REF!,,,
6,Dec-99,1999,DECEMBER,12,4.768,0.043,,,,,,,,
8,Dec-99,1999,DECEMBER,12,0.212,0.000,,,,,,,,
15,Dec-99,1999,DECEMBER,12,3.280,0.012,2.753,0.018,0.00664920800439507,#REF!,#REF!,,,
6,Jan-00,2000,JANUARY,1,3.211,0.000,,,,,,,,
8,Jan-00,2000,JANUARY,1,0.422,0.000,,,,,,,,
15,Jan-00,2000,JANUARY,1,2.458,0.046,2.031,0.015,0.00756532813159372,#REF!,#REF!,,,
6,Feb-00,2000,FEBRUARY,2,2.014,0.000,,,,,,,,
8,Feb-00,2000,FEBRUARY,2,2.317,0.000,,,,,,,,
15,Feb-00,2000,FEBRUARY,2,2.113,0.000,2.148,0.000,0,#REF!,#REF!,,,
6,Mar-00,2000,MARCH,3,2.486,0.035,,,,,,,,
8,Mar-00,2000,MARCH,3,0.612,0.000,,,,,,,,
15,Mar-00,2000,MARCH,3,1.900,0.000,1.666,0.012,0.00696339287874338,#REF!,#REF!,,,
6,Apr-00,2000,APRIL,4,5.022,0.000,,,,,,,,
8,Apr-00,2000,APRIL,4,1.206,0.000,,,,,,,,
15,Apr-00,2000,APRIL,4,1.411,0.000,2.547,0.000,0,#REF!,#REF!,,,
6,May-00,2000,MAY,5,11.532,2.587,,,,,,,,
8,May-00,2000,MAY,5,1.107,0.000,,,,,,,,
15,May-00,2000,MAY,5,8.238,1.392,6.959,1.326,0.19058452000066,#REF!,#REF!,,,
6,Jun-00,2000,JUNE,6,13.424,1.814,,,,,,,,
8,Jun-00,2000,JUNE,6,1.167,0.000,,,,,,,,
15,Jun-00,2000,JUNE,6,11.751,1.898,8.781,1.237,0.140931392640178,#REF!,#REF!,,,
6,Jul-00,2000,JULY,7,7.622,0.060,,,,,,,,
8,Jul-00,2000,JULY,7,1.036,0.000,,,,,,,,
15,Jul-00,2000,JULY,7,7.445,0.078,5.368,0.046,0.00853450142870701,#REF!,#REF!,,,
6,Aug-00,2000,AUGUST,8,12.146,0.028,,,,,,,,
8,Aug-00,2000,AUGUST,8,1.428,0.000,,,,,,,,
15,Aug-00,2000,AUGUST,8,16.704,0.000,10.092,0.009,0.000931793643467775,#REF!,#REF!,,,
6,Sep-00,2000,SEPTEMBER,9,5.257,0.025,,,,,,,,
8,Sep-00,2000,SEPTEMBER,9,1.920,0.000,,,,,,,,
15,Sep-00,2000,SEPTEMBER,9,3.489,0.000,3.555,0.008,0.00237857863749567,#REF!,#REF!,,,
6,Oct-00,2000,OCTOBER,10,3.416,0.000,,,,,,,,
8,Oct-00,2000,OCTOBER,10,0.746,0.000,,,,,,,,
15,Oct-00,2000,OCTOBER,10,1.406,0.000,1.856,0.000,0,#REF!,#REF!,,,
6,Nov-00,2000,NOVEMBER,11,3.093,0.000,,,,,,,,
8,Nov-00,2000,NOVEMBER,11,0.535,0.000,,,,,,,,
15,Nov-00,2000,NOVEMBER,11,1.420,0.000,1.683,0.000,0,#REF!,#REF!,,,
6,Dec-00,2000,DECEMBER,12,2.185,0.000,,,,,,,,
8,Dec-00,2000,DECEMBER,12,2.078,0.000,,,,,,,,
15,Dec-00,2000,DECEMBER,12,4.058,,2.774,0.000,0,#REF!,#REF!,,,
6,Jan-01,2001,JANUARY,1,2.755,0.000,,,,,,,,
8,Jan-01,2001,JANUARY,1,2.473,0.000,,,,,,,,
15,Jan-01,2001,JANUARY,1,3.626,0.036,2.951,0.012,0.00402093698436741,#REF!,#REF!,,,
6,Feb-01,2001,FEBRUARY,2,2.389,0.024,,,,,,,,
8,Feb-01,2001,FEBRUARY,2,1.364,0.000,,,,,,,,
15,Feb-01,2001,FEBRUARY,2,2.702,0.020,2.151,0.015,0.00690381809099952,#REF!,#REF!,,,
6,Mar-01,2001,MARCH,3,2.908,0.026,,,,,,,,
8,Mar-01,2001,MARCH,3,2.192,0.036,,,,,,,,
15,Mar-01,2001,MARCH,3,2.491,0.032,2.530,0.032,0.0125526124389736,#REF!,#REF!,,,
6,Apr-01,2001,APRIL,4,4.815,0.000,,,,,,,,
8,Apr-01,2001,APRIL,4,0.606,0.000,,,,,,,,
15,Apr-01,2001,APRIL,4,3.859,0.025,3.093,0.008,0.00267258188906273,#REF!,#REF!,,,
6,May-01,2001,MAY,5,6.205,1.067,,,,,,,,
8,May-01,2001,MAY,5,0.862,0.018,,,,,,,,
15,May-01,2001,MAY,5,3.579,0.679,3.549,0.588,0.165764493961751,#REF!,#REF!,,,
6,Jun-01,2001,JUNE,6,8.404,2.098,,,,,,,,
8,Jun-01,2001,JUNE,6,1.188,0.000,,,,,,,,
15,Jun-01,2001,JUNE,6,8.476,2.162,6.022,1.420,0.23580701124113,#REF!,#REF!,,,
6,Jul-01,2001,JULY,7,7.681,0.039,,,,,,,,
8,Jul-01,2001,JULY,7,1.057,0.000,,,,,,,,
15,Jul-01,2001,JULY,7,2.432,0.020,3.723,0.020,0.00528813105032043,#REF!,#REF!,,,
6,Aug-01,2001,AUGUST,8,2.967,0.000,,,,,,,,
8,Aug-01,2001,AUGUST,8,0.759,0.000,,,,,,,,
15,Aug-01,2001,AUGUST,8,5.586,0.000,3.104,0.000,0,#REF!,#REF!,,,
6,Sep-01,2001,SEPTEMBER,9,6.347,0.000,,,,,,,,
8,Sep-01,2001,SEPTEMBER,9,3.141,0.000,,,,,,,,
15,Sep-01,2001,SEPTEMBER,9,3.015,0.026,4.168,0.009,0.00207551072800093,#REF!,#REF!,,,
6,Oct-01,2001,OCTOBER,10,1.055,0.000,,,,,,,,
8,Oct-01,2001,OCTOBER,10,0.348,0.000,,,,,,,,
15,Oct-01,2001,OCTOBER,10,0.655,0.000,0.686,0.000,0,#REF!,#REF!,,,
6,Nov-01,2001,NOVEMBER,11,1.505,0.009,,,,,,,,
8,Nov-01,2001,NOVEMBER,11,0.398,0.000,,,,,,,,
15,Nov-01,2001,NOVEMBER,11,1.034,0.000,0.979,0.003,0.00308656328630245,#REF!,#REF!,,,
6,Dec-01,2001,DECEMBER,12,1.501,0.000,,,,,,,,
8,Dec-01,2001,DECEMBER,12,1.276,0.000,,,,,,,,
15,Dec-01,2001,DECEMBER,12,2.236,,1.671,0.000,0,#REF!,#REF!,,,
6,Jan-02,2002,JANUARY,1,4.978,0.016,,,,,,,,
8,Jan-02,2002,JANUARY,1,3.560,0.000,,,,,,,,
15,Jan-02,2002,JANUARY,1,2.537,0.000,3.692,0.005,0.00145411279821412,#REF!,#REF!,,,
6,Feb-02,2002,FEBRUARY,2,1.605,0.030,,,,,,,,
8,Feb-02,2002,FEBRUARY,2,1.474,0.000,,,,,,,,
15,Feb-02,2002,FEBRUARY,2,1.590,0.028,1.556,0.019,0.0124464705174476,#REF!,#REF!,,,
6,Mar-02,2002,MARCH,3,4.111,0.110,,,,,,,,
8,Mar-02,2002,MARCH,3,0.875,0.000,,,,,,,,
15,Mar-02,2002,MARCH,3,4.149,0.058,3.045,0.056,0.0184089259872963,#REF!,#REF!,,,
6,Apr-02,2002,APRIL,4,0.993,0.000,,,,,,,,
8,Apr-02,2002,APRIL,4,1.057,0.000,,,,,,,,
15,Apr-02,2002,APRIL,4,0.763,0.000,0.938,0.000,0,#REF!,#REF!,,,
6,May-02,2002,MAY,5,9.042,0.594,,,,,,,,
8,May-02,2002,MAY,5,1.841,0.022,,,,,,,,
15,May-02,2002,MAY,5,4.124,0.471,5.002,0.363,0.0725209131427195,,,,,
6,Jun-02,2002,JUNE,6,5.825,1.327,,,,,,,,
8,Jun-02,2002,JUNE,6,3.016,0.030,,,,,,,,
15,Jun-02,2002,JUNE,6,7.025,1.654,5.289,1.004,0.189823993829705,,,,,
6,Jul-02,2002,JULY,7,7.415,0.000,,,,,,,,
8,Jul-02,2002,JULY,7,4.236,0.000,,,,,,,,
15,Jul-02,2002,JULY,7,4.990,0.000,5.547,0.000,0,,,,,
6,Aug-02,2002,AUGUST,8,10.709,0.096,,,,,,,,
8,Aug-02,2002,AUGUST,8,2.349,0.000,,,,,,,,
15,Aug-02,2002,AUGUST,8,5.720,0.039,6.259,0.045,0.00716603613238358,,,,,
6,Sep-02,2002,SEPTEMBER,9,5.214,0.000,,,,,,,,
8,Sep-02,2002,SEPTEMBER,9,3.012,0.000,,,,,,,,
15,Sep-02,2002,SEPTEMBER,9,5.956,0.000,4.727,0.000,0,,,,,
6,Oct-02,2002,OCTOBER,10,3.488,0.000,,,,,,,,
8,Oct-02,2002,OCTOBER,10,4.821,0.000,,,,,,,,
15,Oct-02,2002,OCTOBER,10,6.066,0.000,4.792,0.000,0,#REF!,#REF!,,,
6,Nov-02,2002,NOVEMBER,11,2.417,0.000,,,,,,,,
8,Nov-02,2002,NOVEMBER,11,1.778,0.000,,,,,,,,
15,Nov-02,2002,NOVEMBER,11,3.534,0.000,2.576,0.000,0,#REF!,#REF!,,,
6,Dec-02,2002,DECEMBER,12,4.775,0.000,,,,,,,,
8,Dec-02,2002,DECEMBER,12,2.647,0.000,,,,,,,,
15,Dec-02,2002,DECEMBER,12,4.512,0.000,3.978,0.000,0,#REF!,#REF!,,,
6,Jan-03,2003,JANUARY,1,5.154,0.000,,,,,,,,
8,Jan-03,2003,JANUARY,1,2.153,0.000,,,,,,,,
15,Jan-03,2003,JANUARY,1,4.764,0.011,4.024,0.004,0.000925299326873118,#REF!,#REF!,,,
6,Feb-03,2003,FEBRUARY,2,3.694,0.000,,,,,,,,
8,Feb-03,2003,FEBRUARY,2,3.343,0.000,,,,,,,,
15,Feb-03,2003,FEBRUARY,2,2.794,0.000,3.277,0.000,0,#REF!,#REF!,,,
6,Mar-03,2003,MARCH,3,3.394,0.000,,,,,,,,
8,Mar-03,2003,MARCH,3,3.998,0.000,,,,,,,,
15,Mar-03,2003,MARCH,3,3.242,0.000,3.545,0.000,0,#REF!,#REF!,,,
6,Apr-03,2003,APRIL,4,3.143,0.035,,,,,,,,
8,Apr-03,2003,APRIL,4,9.908,0.000,,,,,,,,
15,Apr-03,2003,APRIL,4,4.165,0.050,5.739,0.028,0.00494259739227647,#REF!,#REF!,,,
6,May-03,2003,MAY,5,5.459,0.691,,,,,,,,
8,May-03,2003,MAY,5,3.045,0.071,,,,,,,,
15,May-03,2003,MAY,5,9.458,1.288,5.987,0.684,0.114195511519606,#REF!,#REF!,,,
6,Jun-03,2003,JUNE,6,15.833,4.248,,,,,,,,
8,Jun-03,2003,JUNE,6,15.115,1.624,,,,,,,,
15,Jun-03,2003,JUNE,6,11.282,1.359,14.077,2.410,0.171214436363426,#REF!,#REF!,,,
6,Jul-03,2003,JULY,7,15.953,0.000,,,,,,,,
8,Jul-03,2003,JULY,7,7.943,0.000,,,,,,,,
15,Jul-03,2003,JULY,7,12.778,0.000,12.225,0.000,0,#REF!,#REF!,,,
6,Aug-03,2003,AUGUST,8,14.196,0.000,,,,,,,,
8,Aug-03,2003,AUGUST,8,4.712,0.000,,,,,,,,
15,Aug-03,2003,AUGUST,8,5.979,0.000,8.295,0.000,0,#REF!,#REF!,,,
6,Sep-03,2003,SEPTEMBER,9,10.450,0.000,,,,,,,,
8,Sep-03,2003,SEPTEMBER,9,15.421,0.000,,,,,,,,
15,Sep-03,2003,SEPTEMBER,9,11.004,0.000,12.292,0.000,0,#REF!,#REF!,,,
6,Oct-03,2003,OCTOBER,10,6.757,0.000,,,,,,,,
8,Oct-03,2003,OCTOBER,10,5.617,0.000,,,,,,,,
15,Oct-03,2003,OCTOBER,10,6.903,0.000,6.426,0.000,0,#REF!,#REF!,,,
6,Nov-03,2003,NOVEMBER,11,2.360,0.000,,,,,,,,
8,Nov-03,2003,NOVEMBER,11,2.437,0.000,,,,,,,,
15,Nov-03,2003,NOVEMBER,11,2.010,0.000,2.269,0.000,0,#REF!,#REF!,,,
6,Dec-03,2003,DECEMBER,12,7.089,0.000,,,,,,,,
8,Dec-03,2003,DECEMBER,12,4.766,0.000,,,,,,,,
15,Dec-03,2003,DECEMBER,12,5.173,0.000,5.676,0.000,0,#REF!,#REF!,,,
6,Jan-04,2004,JANUARY,1,4.998,0.000,,,,,,,,
8,,2004,JANUARY,1,,,,,,,,,,
15,,2004,JANUARY,1,,,4.998,0.000,0,#REF!,#REF!,,,
6,Feb-04,2004,FEBRUARY,2,5.399,0.000,,,,,,,,
8,Feb-04,2004,FEBRUARY,2,9.578,0.000,,,,,,,,
15,Feb-04,2004,FEBRUARY,2,7.021,0.000,7.332,0.000,0,#REF!,#REF!,,,
6,Mar-04,2004,MARCH,3,8.174,0.000,,,,,,,,
8,Mar-04,2004,MARCH,3,6.045,0.000,,,,,,,,
15,Mar-04,2004,MARCH,3,3.853,0.000,6.024,0.000,0,#REF!,#REF!,,,
6,Apr-04,2004,APRIL,4,4.390,0.000,,,,,,,,
8,Apr-04,2004,APRIL,4,1.318,0.000,,,,,,,,
15,Apr-04,2004,APRIL,4,3.831,0.029,3.180,0.010,0.00301449700204039,#REF!,#REF!,,,
6,May-04,2004,MAY,5,2.606,0.235,,,,,,,,
8,May-04,2004,MAY,5,2.489,0.021,,,,,,,,
15,May-04,2004,MAY,5,2.160,0.223,2.418,0.160,0.0661148114829629,#REF!,#REF!,,,
6,Jun-04,2004,JUNE,6,13.858,1.713,,,,,,,,
8,Jun-04,2004,JUNE,6,2.947,0.000,,,,,,,,
15,Jun-04,2004,JUNE,6,4.338,0.115,7.047,0.609,0.086470652853125,#REF!,#REF!,,,
6,Jul-04,2004,JULY,7,11.022,0.000,,,,,,,,
8,Jul-04,2004,JULY,7,2.293,0.000,,,,,,,,
15,Jul-04,2004,JULY,7,4.055,0.000,5.790,0.000,0,#REF!,#REF!,,,
6,Aug-04,2004,AUGUST,8,15.413,,,,,,,,,
8,Aug-04,2004,AUGUST,8,3.709,,,,,,,,,
15,Aug-04,2004,AUGUST,8,3.056,,7.393,#DIV/0!,,,,,,
6,Sep-04,2004,SEPTEMBER,9,9.457,0.000,,,,,,,,
8,Sep-04,2004,SEPTEMBER,9,1.674,0.000,,,,,,,,
15,Sep-04,2004,SEPTEMBER,9,2.984,0.000,4.705,0.000,0,#REF!,#REF!,,,
6,Oct-04,2004,OCTOBER,10,8.550,0.000,,,,,,,,
8,Oct-04,2004,OCTOBER,10,1.546,0.000,,,,,,,,
