STA,DATE,YEAR,MONTH,MONTH#,PO4,Zscore PO4,meanZ,CUSUM,mean PO4,wetdryave
18,9/14/2004,2004,SEPTEMBER,9,0.45,-0.101192608,0.205711566,-49.82349867,1.56,
1,10/12/2004,2004,OCTOBER,10,0.51,0.044318646,,,,
17,10/12/2004,2004,OCTOBER,10,0.35,-0.343711365,,,,
18,10/12/2004,2004,OCTOBER,10,0.4,-0.222451986,-0.521844705,-50.34534338,1.26,
1,11/15/2004,2004,NOVEMBER,11,0.47,-0.052688856,,,,
17,11/15/2004,2004,NOVEMBER,11,0.34,-0.36796324,,,,
18,11/15/2004,2004,NOVEMBER,11,0.43,-0.149696359,-0.570348456,-50.91569183,1.24,
1,12/14/2004,2004,DECEMBER,12,0.46,-0.076940732,,,,
17,12/14/2004,2004,DECEMBER,12,0.43,-0.149696359,,,,
18,12/14/2004,2004,DECEMBER,12,0.42,-0.173948235,-0.400585326,-51.31627716,1.31,
1,1/10/2005,2005,JANUARY,1,,,,,,
17,1/10/2005,2005,JANUARY,1,,,,,,
18,1/10/2005,2005,JANUARY,1,,,,,,
1,2/16/2005,2005,FEBRUARY,2,0.16,-0.804497002,,,,
17,2/16/2005,2005,FEBRUARY,2,0.21,-0.683237624,,,,
18,2/16/2005,2005,FEBRUARY,2,0.14,-0.853000754,-2.34073538,-53.65701254,0.51,
1,3/17/2005,2005,MARCH,3,0.3,-0.464970743,,,,
17,3/17/2005,2005,MARCH,3,0.26,-0.561978246,,,,
18,3/17/2005,2005,MARCH,3,0.2,-0.7074895,-1.734438488,-55.39145103,0.76,
1,4/26/2005,2005,APRIL,4,0.62,0.311089279,,,,
17,4/26/2005,2005,APRIL,4,0.22,-0.658985748,,,,
18,4/26/2005,2005,APRIL,4,0.36,-0.319459489,-0.667355959,-56.05880698,1.2,
1,5/17/2005,2005,MAY,5,0.81,0.771874917,,,,
17,5/17/2005,2005,MAY,5,0.27,-0.53772637,,,,
18,5/17/2005,2005,MAY,5,0.68,0.456600533,0.690749079,-55.3680579,1.76,
1,6/14/2005,2005,JUNE,6,0.36,-0.319459489,,,,
17,6/14/2005,2005,JUNE,6,0.61,0.286837403,,,,
18,6/14/2005,2005,JUNE,6,0.43,-0.149696359,-0.182318445,-55.55037635,1.4,
1,7/14/2005,2005,JULY,7,0.45,-0.101192608,,,,
17,7/14/2005,2005,JULY,7,0.58,0.214081776,,,,
18,7/14/2005,2005,JULY,7,0.51,0.044318646,0.157207814,-55.39316854,1.54,1.240666667
1,8/23/2005,2005,AUGUST,8,0.79,0.723371165,,,,
17,8/23/2005,2005,AUGUST,8,0.5,0.020066771,,,,
18,8/23/2005,2005,AUGUST,8,0.35,-0.343711365,0.399726571,-54.99344196,1.64,
1,9/13/2005,2005,SEPTEMBER,9,1.21,1.741949944,,,,
17,9/13/2005,2005,SEPTEMBER,9,0.71,0.52935616,,,,
18,9/13/2005,2005,SEPTEMBER,9,0.76,0.650615538,2.921921642,-52.07152032,2.68,
18,10/12/2005,2005,OCTOBER,10,1.26,1.863209322,,,,
1,10/13/2005,2005,OCTOBER,10,1.38,2.15423183,,,,
17,10/13/2005,2005,OCTOBER,10,1.52,2.49375809,6.511199242,-45.56032108,4.16,
1,11/15/2005,2005,NOVEMBER,11,0.58,0.214081776,,,,
17,11/15/2005,2005,NOVEMBER,11,0.54,0.117074273,,,,
18,11/15/2005,2005,NOVEMBER,11,0.5,0.020066771,0.35122282,-45.20909826,1.62,
1,12/21/2005,2005,DECEMBER,12,0.48,-0.028436981,,,,
17,12/21/2005,2005,DECEMBER,12,0.26,-0.561978246,,,,
18,12/21/2005,2005,DECEMBER,12,0.49,-0.004185105,-0.594600332,-45.80369859,1.23,
1,1/17/2006,2006,JANUARY,1,0.4,-0.222451986,,,,
17,1/17/2006,2006,JANUARY,1,0.27,-0.53772637,,,,
18,1/17/2006,2006,JANUARY,1,0.27,-0.53772637,-1.297904726,-47.10160332,0.94,
1,2/14/2006,2006,February,2,0.49,-0.004185105,,,,
17,2/14/2006,2006,February,2,0.13,-0.877252629,,,,
18,2/14/2006,2006,February,2,0.12,-0.901504505,-1.78294224,-48.88454556,0.74,
1,3/13/2006,2006,March,3,0.29,-0.489222619,,,,
17,3/13/2006,2006,March,3,0.29,-0.489222619,,,,
18,3/13/2006,2006,March,3,0.28,-0.513474494,-1.491919732,-50.37646529,0.86,
1,4/18/2006,2006,April,4,0.65,0.383844906,,,,
17,4/18/2006,2006,April,4,0.29,-0.489222619,,,,
18,4/18/2006,2006,April,4,0.3,-0.464970743,-0.570348456,-50.94681375,1.24,
1,5/15/2006,2006,May,5,0.83,0.820378668,,,,
17,5/15/2006,2006,May,5,0.33,-0.392215116,,,,
18,5/15/2006,2006,May,5,0.62,0.311089279,0.739252831,-50.20756092,1.78,
1,6/15/2006,2006,June,6,0.62,0.311089279,,,,
17,6/15/2006,2006,June,6,0.26,-0.561978246,,,,
18,6/15/2006,2006,June,6,0.37,-0.295207613,-0.54609658,-50.7536575,1.25,
1,7/18/2006,2006,July,7,0.76,0.650615538,,,,
17,7/18/2006,2006,July,7,0.57,0.1898299,,,,
18,7/18/2006,2006,July,7,0.74,0.602111787,1.442557225,-49.31110027,2.07,
1,8/24/2006,2006,August,8,0.83,0.820378668,,,,
17,8/25/2006,2006,August,8,1.13,1.547934938,,,,
18,8/25/2006,2006,August,8,0.61,0.286837403,2.655151009,-46.65594926,2.57,1.43
1,9/12/2006,2006,Septemeber,9,0.89,0.965889922,,,,
17,9/12/2006,2006,Septemeber,9,0.87,0.917386171,,,,
18,9/12/2006,2006,Septemeber,9,0.75,0.626363662,2.509639755,-44.14630951,2.51,
1,10/19/2006,2006,October,10,0.94,1.0871493,,,,
17,10/19/2006,2006,October,10,1.28,1.911713073,,,,
18,10/19/2006,2006,October,10,0.5,0.020066771,3.018929144,-41.12738036,2.72,
1,11/14/2006,2006,November,11,0.88,0.941638046,,,,
17,11/14/2006,2006,November,11,0.52,0.068570522,,,,
18,11/14/2006,2006,November,11,0.52,0.068570522,1.07877909,-40.04860127,1.92,
1,12/12/2006,2006,December,12,0.53,0.092822398,,,,
17,12/12/2006,2006,December,12,0.21,-0.683237624,,,,
18,12/12/2006,2006,December,12,0.29,-0.489222619,-1.079637845,-41.12823912,1.03,
1,1/16/2007,2007,January,1,0.29,-0.489222619,,,,
17,1/16/2007,2007,January,1,0.2,-0.7074895,,,,
18,1/16/2007,2007,January,1,0.2,-0.7074895,-1.904201618,-43.03244073,0.69,
1,2/20/2007,2007,February,2,0.35,-0.343711365,,,,
17,2/20/2007,2007,February,2,0.18,-0.755993251,,,,
18,2/20/2007,2007,February,2,0.33,-0.392215116,-1.491919732,-44.52436047,0.86,
1,3/13/2007,2007,March,3,0.23,-0.634733873,,,,
17,3/13/2007,2007,March,3,0.43,-0.149696359,,,,
18,3/13/2007,2007,March,3,0.13,-0.877252629,-1.661682861,-46.18604333,0.79,
1,4/18/2007,2007,April,4,0.5,0.020066771,,,,
17,4/18/2007,2007,April,4,0.34,-0.36796324,,,,
18,4/18/2007,2007,April,4,0.4,-0.222451986,-0.570348456,-46.75639178,1.24,1.592222222
1,5/15/2007,2007,May,5,0.46,-0.076940732,,,,
17,5/15/2007,2007,May,5,0.13,-0.877252629,,,,
18,5/15/2007,2007,May,5,0.16,-0.804497002,-1.758690364,-48.51508215,0.75,
1,6/12/2007,2007,June,6,0.47,-0.052688856,,,,
17,6/12/2007,2007,June,6,0.31,-0.440718867,,,,
18,6/12/2007,2007,June,6,0.25,-0.586230121,-1.079637845,-49.59471999,1.03,
1,7/17/2007,2007,July,7,0.82,0.796126792,,,,
17,7/17/2007,2007,July,7,0.73,0.577859911,,,,
18,7/17/2007,2007,July,7,1.2,1.717698068,3.091684771,-46.50303522,2.75,
1,8/14/2007,2007,August,8,0.72,0.553608035,,,,
17,8/14/2007,2007,August,8,1.18,1.669194317,,,,
18,8/14/2007,2007,August,8,0.7,0.505104284,2.727906636,-43.77512859,2.6,
1,9/12/2007,2007,September,9,1.36,2.105728079,,,,
17,9/12/2007,2007,September,9,1.07,1.402423684,,,,
18,9/12/2007,2007,September,9,0.69,0.480852408,3.989004171,-39.78612441,3.12,
1,10/18/2007,2007,October,10,1,1.232660554,,,,
17,10/18/2007,2007,October,10,0.86,0.893134295,,,,
18,10/18/2007,2007,October,10,0.46,-0.076940732,2.048854117,-37.7372703,2.32,
1,11/13/2007,2007,November,11,0.99,1.208408679,,,,
17,11/13/2007,2007,November,11,0.89,0.965889922,,,,
18,11/13/2007,2007,November,11,0.98,1.184156803,3.358455404,-34.37881489,2.86,
1,12/11/2007,2007,December,12,0.52,0.068570522,,,,
17,12/11/2007,2007,December,12,0.44,-0.125444483,,,,
18,12/11/2007,2007,December,12,0.47,-0.052688856,-0.109562818,-34.48837771,1.43,
1,1/17/2008,2008,January,1,0.24,-0.610481997,,,,
17,1/17/2008,2008,January,1,0.15,-0.828748878,,,,
18,1/17/2008,2008,January,1,0.21,-0.683237624,-2.122468499,-36.61084621,0.6,
1,2/12/2008,2008,February,2,0.57,0.1898299,,,,
17,2/12/2008,2008,February,2,0.3,-0.464970743,,,,
18,2/12/2008,2008,February,2,0.23,-0.634733873,-0.909874715,-37.52072093,1.1,
1,3/13/2008,2008,March,3,0.32,-0.416466992,,,,
17,3/13/2008,2008,March,3,0.27,-0.53772637,,,,
18,3/13/2008,2008,March,3,0.27,-0.53772637,-1.491919732,-39.01264066,0.86,
1,4/15/2008,2008,April,4,0.36,-0.319459489,,,,
17,4/15/2008,2008,April,4,0.65,0.383844906,,,,
18,4/15/2008,2008,April,4,0.21,-0.683237624,-0.618852207,-39.63149286,1.22,
1,5/14/2008,2008,May,5,0.44,-0.125444483,,,,
17,5/14/2008,2008,May,5,0.35,-0.343711365,,,,
18,5/14/2008,2008,May,5,0.25,-0.586230121,-1.055385969,-40.68687883,1.04,
1,6/17/2008,2008,June,6,0.52,0.068570522,,,,
17,6/17/2008,2008,June,6,0.5,0.020066771,,,,
18,6/17/2008,2008,June,6,0.8,0.747623041,0.836260333,-39.8506185,1.82,
1,7/15/2008,2008,July,7,0.65,0.383844906,,,,
17,7/15/2008,2008,July,7,0.4,-0.222451986,,,,
18,7/15/2008,2008,July,7,0.66,0.408096781,0.569489701,-39.2811288,1.71,
1,8/13/2008,2008,August,8,0.66,0.408096781,,,,
17,8/13/2008,2008,August,8,0.78,0.69911929,,,,
18,8/13/2008,2008,August,8,0.62,0.311089279,1.41830535,-37.86282345,2.06,
1,9/17/2008,2008,September,9,0.95,1.111401176,,,,
17,9/17/2008,2008,September,9,0.96,1.135653052,,,,
18,9/17/2008,2008,September,9,1.57,2.615017468,4.862071696,-33.00075175,3.48,
1,10/16/2008,2008,October,10,0.73,0.577859911,,,,
17,10/16/2008,2008,October,10,0.26,-0.561978246,,,,
18,10/16/2008,2008,October,10,0.36,-0.319459489,-0.303577823,-33.30432958,1.35,1.754736842
1,11/11/2008,2008,November,11,0.59,0.238333652,,,,
17,11/11/2008,2008,November,11,0.48,-0.028436981,,,,
18,11/11/2008,2008,November,11,0.3,-0.464970743,-0.255074072,-33.55940365,1.37,
1,12/17/2008,2008,December,12,0.38,-0.270955738,,,,
17,12/17/2008,2008,December,12,0.35,-0.343711365,,,,
18,12/17/2008,2008,December,12,0.37,-0.295207613,-0.909874715,-34.46927837,1.1,
1,1/12/2009,2009,January,1,0.31,-0.440718867,,,,
17,1/12/2009,2009,January,1,0.17,-0.780245127,,,,
18,1/12/2009,2009,January,1,0.15,-0.828748878,-2.049712872,-36.51899124,0.63,
1,2/10/2009,2009,February,2,0.13,-0.877252629,,,,
17,2/10/2009,2009,February,2,0.08,-0.998512008,,,,
18,2/10/2009,2009,February,2,0.08,-0.998512008,-2.874276645,-39.39326788,0.29,
1,3/18/2009,2009,March,3,0.54,0.117074273,,,,
17,3/18/2009,2009,March,3,0.23,-0.634733873,,,,
18,3/18/2009,2009,March,3,0.22,-0.658985748,-1.176645348,-40.56991323,0.99,
1,4/17/2009,2009,April,4,0.34,-0.36796324,,,,
17,4/17/2009,2009,April,4,0.22,-0.658985748,,,,
18,4/17/2009,2009,April,4,0.26,-0.561978246,-1.588927234,-42.15884046,0.82,
1,5/12/2009,2009,May,5,0.42,-0.173948235,,,,
17,5/12/2009,2009,May,5,0.24,-0.610481997,,,,
18,5/12/2009,2009,May,5,0.28,-0.513474494,-1.297904726,-43.45674519,0.94,
1,6/16/2009,2009,June,6,0.38,-0.270955738,,,,
17,6/16/2009,2009,June,6,0.25,-0.586230121,,,,
18,6/16/2009,2009,June,6,0.54,0.117074273,-0.740111586,-44.19685678,1.17,
1,7/15/2009,2009,July,7,0.62,0.311089279,,,,
17,7/15/2009,2009,July,7,0.61,0.286837403,,,,
18,7/15/2009,2009,July,7,0.54,0.117074273,0.715000955,-43.48185582,1.77,
1,8/18/2009,2009,August,8,0.63,0.335341154,,,,
17,8/17/2009,2009,August,8,0.68,0.456600533,,,,
18,8/18/2009,2009,August,8,0.69,0.480852408,1.272794096,-42.20906173,2,
1,9/14/2009,2009,September,9,0.67,0.432348657,,,,
17,9/14/2009,2009,September,9,0.51,0.044318646,,,,
18,9/14/2009,2009,September,9,0.36,-0.319459489,0.157207814,-42.05185391,1.54,
1,10/13/2009,2009,October,10,0.73,0.577859911,,,,
17,10/13/2009,2009,October,10,0.63,0.335341154,,,,
18,10/13/2009,2009,October,10,0.67,0.432348657,1.345549723,-40.70630419,2.03,
1,11/17/2009,2009,November,11,0.62,0.311089279,,,,
17,11/17/2009,2009,November,11,0.41,-0.198200111,,,,
18,11/17/2009,2009,November,11,0.29,-0.489222619,-0.37633345,-41.08263764,1.32,
1,12/15/2009,2009,December,12,0.48,-0.028436981,,,,
17,12/15/2009,2009,December,12,0.44,-0.125444483,,,,
18,12/15/2009,2009,December,12,0.49,-0.004185105,-0.158066569,-41.24070421,1.41,
1,1/20/2010,2010,January,1,0.1,-0.950008256,,,,
17,1/20/2010,2010,January,1,0.09,-0.974260132,,,,
18,1/20/2010,2010,January,1,0.01,-1.168275138,-3.092543526,-44.33324773,0.2,
1,2/16/2010,2010,February,2,0.31,-0.440718867,,,,
17,2/16/2010,2010,February,2,0.21,-0.683237624,,,,
18,2/16/2010,2010,February,2,0.11,-0.925756381,-2.049712872,-46.38296061,0.63,
1,3/17/2010,2010,March,3,0.51,0.044318646,,,,
17,3/17/2010,2010,March,3,0.19,-0.731741375,,,,
18,3/17/2010,2010,March,3,0.2,-0.7074895,-1.394912229,-47.77787284,0.9,
1,4/14/2010,2010,April,4,0.29,-0.489222619,,,,
17,4/14/2010,2010,April,4,0.23,-0.634733873,,,,
18,4/14/2010,2010,April,4,0.18,-0.755993251,-1.879949742,-49.65782258,0.7,
1,5/17/2010,2010,May,5,0.49,-0.004185105,,,,
17,5/17/2010,2010,May,5,0.17,-0.780245127,,,,
18,5/17/2010,2010,May,5,0.31,-0.440718867,-1.225149099,-50.88297168,0.97,
1,6/15/2010,2010,June,6,0.5,0.020066771,,,,
17,6/15/2010,2010,June,6,0.51,0.044318646,,,,
18,6/15/2010,2010,June,6,0.37,-0.295207613,-0.230822196,-51.11379387,1.38,
1,7/12/2010,2010,July,7,0.63,0.335341154,,,,
17,7/12/2010,2010,July,7,0.14,-0.853000754,,,,
18,7/12/2010,2010,July,7,0.52,0.068570522,-0.449089077,-51.56288295,1.29,
1,8/17/2010,2010,August,8,0.43,-0.149696359,,,,
17,8/17/2010,2010,August,8,0.2,-0.7074895,,,,
18,8/17/2010,2010,August,8,0.21,-0.683237624,-1.540423483,-53.10330643,0.84,
1,9/15/2010,2010,September,9,0.82,0.796126792,,,,
17,9/15/2010,2010,September,9,0.58,0.214081776,,,,
18,9/15/2010,2010,September,9,0.83,0.820378668,1.830587236,-51.2727192,2.23,
1,10/13/2010,2010,October,10,0.63,0.325640404,,,,
17,10/13/2010,2010,October,10,0.34,-0.35632234,,,,
18,10/13/2010,2010,October,10,0.51,0.051594209,0.020912273,-51.25180692,1.48,
1,11/16/2010,2010,November,11,0.72,0.560398561,,,,
17,11/16/2010,2010,November,11,0.7,0.504861765,,,,
18,11/16/2010,2010,November,11,0.34,-0.367478203,0.697782123,-50.5540248,1.76,
1,12/8/2010,2010,December,12,0.47,-0.060934494,,,,
17,12/8/2010,2010,December,12,0.42,-0.168612822,,,,
18,12/8/2010,2010,December,12,0.39,-0.257859725,-0.487407041,-51.04143184,1.27,
1,1/19/2011,2011,January,1,0.17,-0.792128546,,,,
17,1/19/2011,2011,January,1,0.2,-0.699971418,,,,
18,1/19/2011,2011,January,1,0.25,-0.59423324,-2.086333204,-53.12776505,0.61,
1,2/17/2011,2011,February,2,0.3,-0.472246306,,,,
17,2/17/2011,2011,February,2,0.23,-0.643464548,,,,
18,2/17/2011,2011,February,2,0.16,-0.81468279,-1.930393644,-55.05815869,0.68,
1,3/17/2011,2011,March,3,0.13,-0.877010111,,,,
17,3/17/2011,2011,March,3,0.19,-0.726891,,,,
18,3/17/2011,2011,March,3,0.18,-0.755750732,-2.359651843,-57.41781053,0.5,
1,4/13/2011,2011,April,4,0.33,-0.385182072,,,,
17,4/13/2011,2011,April,4,0.24,-0.607571772,,,,
18,4/13/2011,2011,April,4,0.21,-0.679114805,-1.671868649,-59.08967918,0.79,
1,5/18/2011,2011,May,5,0.81,0.771874917,,,,
17,5/18/2011,2011,May,5,1.65,2.809032473,,,,
18,5/18/2011,2011,May,5,0.28,-0.513474494,3.067432896,-56.02224629,2.74,
1,6/14/2011,2011,June,6,0.65,0.383844906,,,,
17,6/14/2011,2011,June,6,0.32,-0.416466992,,,,
18,6/14/2011,2011,June,6,0.26,-0.561978246,-0.594600332,-56.61684662,1.23,
1,7/11/2011,2011,July,7,0.34,-0.36796324,,,,
17,7/11/2011,2011,July,7,0.8,0.747623041,,,,
18,7/11/2011,2011,July,7,0.44,-0.125444483,0.254215317,-56.3626313,1.58,
1,8/16/2011,2011,August,8,0.55,0.141326149,,,,
17,8/16/2011,2011,August,8,0.66,0.408096781,,,,
18,8/16/2011,2011,August,8,0.49,-0.004185105,0.545237825,-55.81739348,1.7,
1,9/13/2011,2011,September,9,0.51,0.044318646,,,,
17,9/13/2011,2011,September,9,0.38,-0.270955738,,,,
18,9/13/2011,2011,September,9,0.21,-0.683237624,-0.909874715,-56.72726819,1.1,
1,10/11/2011,2011,October,10,0.29,-0.489222619,,,,
17,10/11/2011,2011,October,10,0.16,-0.804497002,,,,
18,10/11/2011,2011,October,10,0.27,-0.53772637,-1.831445991,-58.55871418,0.72,
1,11/15/2011,2011,November,11,0.69,0.480852408,,,,
17,11/15/2011,2011,November,11,0.87,0.917386171,,,,
18,11/15/2011,2011,November,11,0.76,0.650615538,2.048854117,-56.50986007,2.32,
1,12/13/2011,2011,December,12,0.75,0.626363662,,,,
17,12/13/2011,2011,December,12,0.66,0.408096781,,,,
18,12/13/2011,2011,December,12,0.43,-0.149696359,0.884764085,-55.62509598,1.84,
1,1/9/2012,2012,January,1,0.63,0.335341154,,,,
17,1/9/2012,2012,January,1,0.18,-0.755993251,,,,
18,1/9/2012,2012,January,1,0.21,-0.683237624,-1.103889721,-56.7289857,1.02,
1,2/23/2012,2012,February,2,0.34,-0.36796324,,,,
17,2/23/2012,2012,February,2,0.22,-0.658985748,,,,
18,2/23/2012,2012,February,2,0.25,-0.586230121,-1.61317911,-58.34216481,0.81,
1,3/12/2012,2012,March,3,0.34,-0.36796324,,,,
17,3/12/2012,2012,March,3,0.3,-0.464970743,,,,
18,3/12/2012,2012,March,3,0.14,-0.853000754,-1.685934737,-60.02809955,0.78,
1,4/16/2012,2012,April,4,0.54,0.117074273,,,,
17,4/16/2012,2012,April,4,0.32,-0.416466992,,,,
18,4/16/2012,2012,April,4,0.2,-0.7074895,-1.006882218,-61.03498177,1.06,
1,5/16/2012,2012,May,5,0.48,-0.028436981,,,,
17,5/16/2012,2012,May,5,0.46,-0.076940732,,,,
18,5/16/2012,2012,May,5,0.24,-0.610481997,-0.71585971,-61.75084148,1.18,
1,6/13/2012,2012,June,6,1.01,1.25691243,,,,
17,6/13/2012,2012,June,6,1.08,1.42667556,,,,
18,6/13/2012,2012,June,6,0.45,-0.101192608,2.582395382,-59.16844609,2.54,
1,7/17/2012,2012,July,7,1.13,1.547934938,,,,
17,7/17/2012,2012,July,7,1.11,1.499431187,,,,
18,7/17/2012,2012,July,7,0.96,1.135653052,4.183019177,-54.98542692,3.2,
1,8/14/2012,2012,August,8,0.64,0.35959303,,,,
17,8/14/2012,2012,August,8,0.56,0.165578025,,,,
18,8/14/2012,2012,August,8,0.51,0.044318646,0.569489701,-54.41593722,1.71,
1,9/12/2012,2012,September,9,1.07,1.402423684,,,,
17,9/12/2012,2012,September,9,0.44,-0.125444483,,,,
18,9/12/2012,2012,September,9,0.24,-0.610481997,0.666497204,-53.74944001,1.75,
1,10/18/2012,2012,October,10,0.97,1.159904927,,,,
17,10/18/2012,2012,October,10,0.85,0.868882419,,,,
18,10/18/2012,2012,October,10,0.64,0.35959303,2.388380377,-51.36105964,2.46,
1,11/13/2012,2012,November,11,0.52,0.068570522,,,,
17,11/13/2012,2012,November,11,0.6,0.262585527,,,,
18,11/13/2012,2012,November,11,0.69,0.480852408,0.812008458,-50.54905118,1.81,
1,12/11/2012,2012,December,12,0.26,-0.561978246,,,,
17,12/11/2012,2012,December,12,0.27,-0.53772637,,,,
18,12/11/2012,2012,December,12,0.24,-0.610481997,-1.710186613,-52.25923779,0.77,
1,1/14/2013,2013,January,1,0.26,-0.561978246,,,,
17,1/14/2013,2013,January,1,0.27,-0.53772637,,,,
18,1/14/2013,2013,January,1,0.17,-0.780245127,-1.879949742,-54.13918753,0.7,
1,2/13/2013,2013,February,2,0.24,-0.610481997,,,,
17,2/13/2013,2013,February,2,0.33,-0.392215116,,,,
18,2/13/2013,2013,February,2,0.23,-0.634733873,-1.637430986,-55.77661852,0.8,
1,3/11/2013,2013,March,3,0.43,-0.149696359,,,,
17,3/11/2013,2013,March,3,0.24,-0.610481997,,,,
18,3/11/2013,2013,March,3,0.29,-0.489222619,-1.249400975,-57.02601949,0.96,
1,4/17/2013,2013,April,4,0.19,-0.731741375,,,,
17,4/17/2013,2013,April,4,0.2,-0.7074895,,,,
18,4/17/2013,2013,April,4,0.26,-0.561978246,-2.001209121,-59.02722862,0.65,
1,5/14/2013,2013,May,5,0.51,0.044318646,,,,
17,5/14/2013,2013,May,5,0.33,-0.392215116,,,,
18,5/14/2013,2013,May,5,0.26,-0.561978246,-0.909874715,-59.93710333,1.1,
1,6/11/2013,2013,June,6,0.5,0.020066771,,,,
17,6/11/2013,2013,June,6,0.42,-0.173948235,,,,
18,6/11/2013,2013,June,6,0.27,-0.53772637,-0.691607834,-60.62871117,1.19,
1,7/16/2013,2013,July,7,0.72,0.553608035,,,,
17,7/16/2013,2013,July,7,0.21,-0.683237624,,,,
18,7/16/2013,2013,July,7,0.32,-0.416466992,-0.54609658,-61.17480775,1.25,
1,8/13/2013,2013,August,8,0.73,0.577859911,,,,
17,8/13/2013,2013,August,8,0.69,0.480852408,,,,
18,8/13/2013,2013,August,8,0.86,0.893134295,1.951846615,-59.22296113,2.28,
1,9/16/2013,2013,September,9,1.28,1.911713073,,,,
17,9/16/2013,2013,September,9,1.08,1.42667556,,,,
18,9/16/2013,2013,September,9,0.81,0.771874917,4.11026355,-55.11269758,3.17,
1,10/22/2013,2013,October,10,1.02,1.281164306,,,,
17,10/22/2013,2013,October,10,0.85,0.868882419,,,,
18,10/22/2013,2013,October,10,0.81,0.771874917,2.921921642,-52.19077594,2.68,
1,11/20/2013,2013,November,11,0.98,1.184156803,,,,
17,11/20/2013,2013,November,11,0.63,0.335341154,,,,
18,11/20/2013,2013,November,11,0.64,0.35959303,1.879090987,-50.31168495,2.25,
1,12/16/2013,2013,December,12,0.72,0.553608035,,,,
17,12/16/2013,2013,December,12,0.59,0.238333652,,,,
18,12/16/2013,2013,December,12,0.37,-0.295207613,0.496734074,-49.81495088,1.68,
1,1/15/2014,2014,January,1,0.56,0.165578025,,,,
17,1/15/2014,2014,January,1,0.43,-0.149696359,,,,
18,1/15/2014,2014,January,1,0.29,-0.489222619,-0.473340953,-50.28829183,1.28,
1,2/18/2014,2014,February,2,0.23,-0.634733873,,,,
17,2/18/2014,2014,February,2,0.21,-0.683237624,,,,
18,2/18/2014,2014,February,2,0.2,-0.7074895,-2.025460996,-52.31375283,0.64,
1,3/21/2014,2014,March,3,0.29,-0.489222619,,,,
17,3/21/2014,2014,March,3,0.24,-0.610481997,,,,
18,3/21/2014,2014,March,3,0.24,-0.610481997,-1.710186613,-54.02393944,0.77,
1,4/18/2014,2014,April,4,0.42,-0.173948235,,,,
17,4/18/2014,2014,April,4,0.21,-0.683237624,,,,
18,4/18/2014,2014,April,4,0.22,-0.658985748,-1.516171607,-55.54011105,0.85,
1,5/13/2014,2014,May,5,0.39,-0.246703862,,,,
17,5/13/2014,2014,May,5,0.31,-0.440718867,,,,
18,5/13/2014,2014,May,5,0.36,-0.319459489,-1.006882218,-56.54699327,1.06,
1,6/18/2014,2014,June,6,0.5,0.020066771,,,,
17,6/18/2014,2014,June,6,0.39,-0.246703862,,,,
18,6/18/2014,2014,June,6,0.29,-0.489222619,-0.71585971,-57.26285298,1.18,
1,7/14/2014,2014,July,7,0.82,0.796126792,,,,
17,7/14/2014,2014,July,7,1.1,1.475179311,,,,
18,7/14/2014,2014,July,7,0.58,0.214081776,2.485387879,-54.7774651,2.5,
1,8/13/2014,2014,August,8,1.15,1.59643869,,,,
17,8/13/2014,2014,August,8,0.89,0.965889922,,,,
18,8/13/2014,2014,August,8,0.68,0.456600533,3.018929144,-51.75853595,2.72,
1,9/16/2014,2014,September,9,1.42,2.251239333,,,,
17,9/16/2014,2014,September,9,1.13,1.547934938,,,,
18,9/16/2014,2014,September,9,1.06,1.378171808,5.177346079,-46.58118987,3.61,
1,10/17/2014,2014,October,10,0.76,0.650615538,,,,
17,10/17/2014,2014,October,10,1.05,1.353919933,,,,
18,10/17/2014,2014,October,10,0.47,-0.052688856,1.951846615,-44.62934326,2.28,
1,11/10/2014,2014,November,11,1,1.232660554,,,,
17,11/10/2014,2014,November,11,0.93,1.062897425,,,,
18,11/10/2014,2014,November,11,0.97,1.159904927,3.455462906,-41.17388035,2.9,
1,12/15/2014,2014,December,12,0.72,0.553608035,,,,
17,12/15/2014,2014,December,12,0.58,0.214081776,,,,
18,12/15/2014,2014,December,12,0.57,0.1898299,0.957519712,-40.21636064,1.87,
1,1/15/2015,2015,January,1,0.42,-0.173948235,,,,
17,1/15/2015,2015,January,1,0.31,-0.440718867,,,,
18,1/15/2015,2015,January,1,0.26,-0.561978246,-1.176645348,-41.39300599,0.99,
1,2/15/2015,2015,February,2,,,,,,
17,2/15/2015,2015,February,2,,,,,,
18,2/15/2015,2015,February,2,,,,,,
1,3/16/2015,2015,March,3,0.58,0.214081776,,,,
17,3/16/2015,2015,March,3,0.39,-0.246703862,,,,
18,3/16/2015,2015,March,3,0.89,0.965889922,0.933267836,-40.45973815,1.86,
1,4/24/2015,2015,April,4,0.39,-0.246703862,,,,
17,4/24/2015,2015,April,4,0.32,-0.416466992,,,,
18,4/24/2015,2015,April,4,0.31,-0.440718867,-1.103889721,-41.56362787,1.02,
1,5/12/2015,2015,May,5,0.38,-0.270955738,,,,
17,5/12/2015,2015,May,5,0.42,-0.173948235,,,,
18,5/12/2015,2015,May,5,0.33,-0.392215116,-0.837119088,-42.40074696,1.13,
1,6/15/2015,2015,June,6,0.65,0.383844906,,,,
17,6/15/2015,2015,June,6,0.33,-0.392215116,,,,
18,6/15/2015,2015,June,6,0.36,-0.319459489,-0.327829699,-42.72857666,1.34,
