STA,DATE,YEAR,MONTH,MONTH#,CHL_A,Zscore CHL_A,meanZ,CUSUM,mean CHL_A,Annual mean
17,8/18/2004,2004,AUGUST,8,9.396,0.813351773,,,,
18,8/18/2004,2004,AUGUST,8,11.386,1.274369381,0.651650128,-2.05273335,8.697633333,
1,9/14/2004,2004,SEPTEMBER,9,12.622,1.560591716,,,,
17,9/14/2004,2004,SEPTEMBER,9,7.491,0.372206214,,,,
18,9/14/2004,2004,SEPTEMBER,9,7.697,0.419917657,0.784238529,-1.268494821,9.2701,
1,10/12/2004,2004,OCTOBER,10,8.435,0.590777892,,,,
17,10/12/2004,2004,OCTOBER,10,11.815,1.373715722,,,,
18,10/12/2004,2004,OCTOBER,10,7.418,0.355273284,0.773255633,-0.495239189,9.22268,
1,11/15/2004,2004,NOVEMBER,11,6.243,0.083065606,,,,
17,11/15/2004,2004,NOVEMBER,11,6.324,0.101997321,,,,
18,11/15/2004,2004,NOVEMBER,11,11.34,1.263662099,0.482908342,-0.012330847,7.96907,
1,12/14/2004,2004,DECEMBER,12,4.479,-0.325448569,,,,
17,12/14/2004,2004,DECEMBER,12,7.133,0.289355062,,,,
18,12/14/2004,2004,DECEMBER,12,4.102,-0.412656286,-0.149583264,-0.161914111,5.23821,8.407074444
1,1/10/2005,2005,JANUARY,1,13.157,1.684565037,,,,
17,1/10/2005,2005,JANUARY,1,18.033,2.81378835,,,,
18,1/10/2005,2005,JANUARY,1,12.54,1.541650736,2.013334708,1.851420596,14.57687333,
1,2/16/2005,2005,FEBRUARY,2,3.984,-0.440141319,,,,
17,2/16/2005,2005,FEBRUARY,2,3.126,-0.638704301,,,,
18,2/16/2005,2005,FEBRUARY,2,2.701,-0.737168212,-0.605337944,1.246082652,3.270433333,
1,3/17/2005,2005,MARCH,3,1.697,-0.969708226,,,,
17,3/17/2005,2005,MARCH,3,1.893,-0.924342982,,,,
18,3/17/2005,2005,MARCH,3,0.676,-1.206118426,-1.033389878,0.212692774,1.422266667,
1,4/26/2005,2005,APRIL,4,2.163,-0.86188963,,,,
17,4/26/2005,2005,APRIL,4,2.634,-0.752642006,,,,
18,4/26/2005,2005,APRIL,4,3.073,-0.651162546,-0.755231394,-0.54253862,2.62325,
1,5/17/2005,2005,MAY,5,0.901,-1.154145378,,,,
17,5/17/2005,2005,MAY,5,0.999,-1.131475495,,,,
18,5/17/2005,2005,MAY,5,1.586,-0.995548836,-1.093723236,-1.636261856,1.16177,
1,6/14/2005,2005,JUNE,6,25.624,4.571836899,,,,
17,6/14/2005,2005,JUNE,6,2.896,-0.692145749,,,,
18,6/14/2005,2005,JUNE,6,37.089,7.227342322,3.702344491,2.066082634,21.86938,
1,7/14/2005,2005,JULY,7,11.215,1.234757303,,,,
17,7/14/2005,2005,JULY,7,2.973,-0.674297964,,,,
18,7/14/2005,2005,JULY,7,11.133,1.215749156,0.592069498,2.658152132,8.440386667,
1,8/23/2005,2005,AUGUST,8,8.157,0.526439243,,,,
17,8/23/2005,2005,AUGUST,8,5.803,-0.018761267,,,,
18,8/23/2005,2005,AUGUST,8,10.558,1.082441995,0.53003999,3.188192123,8.172566667,
1,9/13/2005,2005,SEPTEMBER,9,13.195,1.693289746,,,,
17,9/13/2005,2005,SEPTEMBER,9,8.359,0.573126975,,,,
18,9/13/2005,2005,SEPTEMBER,9,12.321,1.49094459,1.25245377,4.440645893,11.29167667,
18,10/12/2005,2005,OCTOBER,10,2.699,-0.737687016,,,,
1,10/13/2005,2005,OCTOBER,10,2.4969,-0.784495184,,,,
17,10/13/2005,2005,OCTOBER,10,2.6097,-0.758369695,-0.760183965,3.680461928,2.601866667,
1,11/15/2005,2005,NOVEMBER,11,3.0257,-0.662020374,,,,
17,11/15/2005,2005,NOVEMBER,11,4.8674,-0.235466178,,,,
18,11/15/2005,2005,NOVEMBER,11,4.3554,-0.354049958,-0.417178837,3.263283091,4.082833333,
1,12/21/2005,2005,DECEMBER,12,8.578,0.623941977,,,,
17,12/21/2005,2005,DECEMBER,12,10.2554,1.012442824,,,,
18,12/21/2005,2005,DECEMBER,12,9.8793,0.925334699,0.8539065,4.117189591,9.5709,7.423683611
1,1/17/2006,2006,JANUARY,1,12.0083,1.418430145,,,,
17,1/17/2006,2006,JANUARY,1,22.8161,3.921613312,,,,
18,1/17/2006,2006,JANUARY,1,12.8908,1.62282504,2.320956166,6.438145757,15.90506667,
1,2/14/2006,2006,February,2,8.3753,0.576994844,,,,
17,2/14/2006,2006,February,2,11.7068,1.348600048,,,,
18,2/14/2006,2006,February,2,9.4814,0.833177499,0.919590797,7.357736554,9.8545,
1,3/13/2006,2006,March,3,7.2083,0.306707204,,,,
17,3/13/2006,2006,March,3,9.4782,0.832436351,,,,
18,3/13/2006,2006,March,3,7.7955,0.442707977,0.527283844,7.885020398,8.160666667,
1,4/18/2006,2006,April,4,3.9121,-0.456722204,,,,
17,4/18/2006,2006,April,4,3.3334,-0.590754301,,,,
18,4/18/2006,2006,April,4,2.9319,-0.683745293,-0.577073933,7.307946465,3.392466667,
1,5/15/2006,2006,May,5,1.9041,-0.921792968,,,,
17,5/15/2006,2006,May,5,2.704,-0.736528972,,,,
18,5/15/2006,2006,May,5,2.0996,-0.876513419,-0.844945119,6.463001346,2.2359,
1,6/15/2006,2006,June,6,3.3136,-0.595340158,,,,
17,6/15/2006,2006,June,6,2.2296,-0.846404256,,,,
18,6/15/2006,2006,June,6,3.6621,-0.51462444,-0.652122951,5.810878394,3.068433333,
1,7/18/2006,2006,July,7,5.5588,-0.075331752,,,,
17,7/18/2006,2006,July,7,6.9451,0.245747729,,,,
18,7/18/2006,2006,July,7,9.774,0.900946277,0.357120751,6.167999146,7.425966667,
1,8/24/2006,2006,August,8,11.5952,1.322752489,,,,
17,8/25/2006,2006,August,8,10.7164,1.119214548,,,,
18,8/25/2006,2006,August,8,13.8744,1.850635599,1.430867545,7.598866691,12.062,
1,9/12/2006,2006,Septemeber,9,5.0509,-0.192965936,,,,
17,9/12/2006,2006,Septemeber,9,4.7434,-0.264185687,,,,
18,9/12/2006,2006,Septemeber,9,5.048,-0.193637602,-0.216929742,7.381936949,4.947433333,
1,10/19/2006,2006,October,10,2.004,-0.898655234,,,,
17,10/19/2006,2006,October,10,3.064,-0.653149751,,,,
18,10/19/2006,2006,October,10,1.566,-1.000099952,-0.850634979,6.53130197,2.211333333,
1,11/14/2006,2006,November,11,3.616,-0.525301613,,,,
17,11/14/2006,2006,November,11,2.468,-0.791188683,,,,
18,11/14/2006,2006,November,11,1.903,-0.922047737,-0.746179344,5.785122626,2.662333333,
1,12/12/2006,2006,December,12,7.621,0.402292216,,,,
17,12/12/2006,2006,December,12,7.748,0.431706552,,,,
18,12/12/2006,2006,December,12,8.112,0.516012209,0.450003659,6.235126285,7.827,6.646091667
1,1/16/2007,2007,January,1,10.079,0.971587005,,,,
17,1/16/2007,2007,January,1,9.8,0.906968109,,,,
18,1/16/2007,2007,January,1,11.838,1.378987142,1.085847419,7.320973704,10.57233333,
1,2/20/2007,2007,February,2,6.955,0.248040658,,,,
17,2/20/2007,2007,February,2,11.65,1.33544466,,,,
18,2/20/2007,2007,February,2,6.587,0.162808566,0.582097961,7.903071665,8.397333333,
1,3/13/2007,2007,March,3,6.092,0.048162138,,,,
17,3/13/2007,2007,March,3,4.66,-0.283501873,,,,
18,3/13/2007,2007,March,3,3.376,-0.58088776,-0.272075832,7.630995833,4.709333333,
1,4/18/2007,2007,April,4,4.539,-0.311526556,,,,
17,4/18/2007,2007,April,4,8.149,0.52458174,,,,
18,4/18/2007,2007,April,4,8.923,0.703847064,0.305634083,7.936629916,7.203666667,
1,5/15/2007,2007,May,5,2.217,-0.849322528,,,,
17,5/15/2007,2007,May,5,4.056,-0.423393677,,,,
18,5/15/2007,2007,May,5,4.134,-0.405328179,-0.559348128,7.377281788,3.469,
1,6/12/2007,2007,June,6,7.123,0.286950961,,,,
17,6/12/2007,2007,June,6,1.95,-0.911162117,,,,
18,6/12/2007,2007,June,6,5.218,-0.154264081,-0.259491746,7.117790042,4.763666667,
1,7/17/2007,2007,July,7,6.216,0.076881647,,,,
17,7/17/2007,2007,July,7,4.5,-0.320559305,,,,
18,7/17/2007,2007,July,7,12.505,1.533470309,0.429930884,7.547720926,7.740333333,
1,8/14/2007,2007,August,8,12.325,1.491780698,,,,
17,8/14/2007,2007,August,8,8.417,0.586652937,,,,
18,8/14/2007,2007,August,8,8.868,0.691108572,0.923180736,8.470901661,9.87,
1,9/12/2007,2007,September,9,7.356,0.340915845,,,,
17,9/12/2007,2007,September,9,9.281,0.786763066,,,,
18,9/12/2007,2007,September,9,9.665,0.875700902,0.667793271,9.138694933,8.767333333,
1,10/18/2007,2007,October,10,5.296,-0.136198583,,,,
17,10/18/2007,2007,October,10,4.963,-0.213324363,,,,
18,10/18/2007,2007,October,10,2.474,-0.789799029,-0.379773992,8.758920941,4.244333333,
1,11/13/2007,2007,November,11,2.092,-0.878273647,,,,
17,11/13/2007,2007,November,11,2.459,-0.793273163,,,,
18,11/13/2007,2007,November,11,2.485,-0.787251331,-0.81959938,7.939321561,2.345333333,
1,12/11/2007,2007,December,12,6.293,0.094715536,,,,
17,12/11/2007,2007,December,12,6.372,0.113012642,,,,
18,12/11/2007,2007,December,12,6.355,0.10907529,0.105601156,8.044922717,6.34,6.535222222
1,1/17/2008,2008,January,1,10.82,1.143209234,,,,
17,1/17/2008,2008,January,1,11.284,1.250675785,,,,
18,1/17/2008,2008,January,1,9.698,0.883343997,1.092409672,9.137332389,10.60066667,
1,2/12/2008,2008,February,2,4.099,-0.413434492,,,,
17,2/12/2008,2008,February,2,6.917,0.239239518,,,,
18,2/12/2008,2008,February,2,6.483,0.138721235,-0.011824579,9.12550781,5.833,
1,3/13/2008,2008,March,3,2.497,-0.784472023,,,,
17,3/13/2008,2008,March,3,2.227,-0.847006439,,,,
18,3/13/2008,2008,March,3,1.371,-1.045263697,-0.892247386,8.233260423,2.031666667,
1,4/15/2008,2008,April,4,2.879,-0.695997406,,,,
17,4/15/2008,2008,April,4,2.583,-0.764553654,,,,
18,4/15/2008,2008,April,4,0.946,-1.143697499,-0.868082853,7.36517757,2.136,
1,5/14/2008,2008,May,5,1.467,-1.023029238,,,,
17,5/14/2008,2008,May,5,0.979,-1.136054404,,,,
18,5/14/2008,2008,May,5,0.957,-1.1411498,-1.100077814,6.265099756,1.134333333,
1,6/17/2008,2008,June,6,1.905,-0.921584519,,,,
17,6/17/2008,2008,June,6,4.139,-0.404170134,,,,
18,6/17/2008,2008,June,6,9.196,0.767076306,-0.186226116,6.078873641,5.08,
1,7/15/2008,2008,July,7,4.861,-0.236948475,,,,
17,7/15/2008,2008,July,7,2.134,-0.868546071,,,,
18,7/15/2008,2008,July,7,5.02,-0.200122653,-0.435205733,5.643667908,4.005,
1,8/13/2008,2008,August,8,14.098,1.90242336,,,,
17,8/13/2008,2008,August,8,6.371,0.112781034,,,,
18,8/13/2008,2008,August,8,4.137,-0.404633352,0.536857014,6.180524921,8.202,
1,9/17/2008,2008,September,9,16.371,2.428870494,,,,
17,9/17/2008,2008,September,9,12.108,1.441521557,,,,
18,9/17/2008,2008,September,9,6.841,0.221637238,1.364009763,7.544534684,11.77333333,
1,10/16/2008,2008,October,10,5.7,-0.042628569,,,,
17,10/16/2008,2008,October,10,7.429,0.357823298,,,,
18,10/16/2008,2008,October,10,6.222,0.078271301,0.131155343,7.675690028,6.450333333,
1,11/11/2008,2008,November,11,2.107,-0.874799512,,,,
17,11/11/2008,2008,November,11,2.181,-0.85766045,,,,
18,11/11/2008,2008,November,11,0.648,-1.212716965,-0.981725642,6.693964385,1.645333333,
1,12/17/2008,2008,December,12,6.3,0.096336798,,,,
17,12/17/2008,2008,December,12,10.686,1.112173636,,,,
18,12/17/2008,2008,December,12,9.779,0.902104322,0.703538252,7.397502637,8.921666667,5.651111111
1,1/12/2009,2009,January,1,8.794,0.67396951,,,,
17,1/12/2009,2009,January,1,15.559,2.24080403,,,,
18,1/12/2009,2009,January,1,14.285,1.945734232,1.620169257,9.017671894,12.87933333,
1,2/10/2009,2009,February,2,11.236,1.239558556,,,,
17,2/10/2009,2009,February,2,9.369,0.807144654,,,,
18,2/10/2009,2009,February,2,7.892,0.46505824,0.837253817,9.854925711,9.499,
1,3/18/2009,2009,March,3,5.31,-0.132956058,,,,
17,3/18/2009,2009,March,3,6.157,0.063216719,,,,
18,3/18/2009,2009,March,3,4.36,-0.352984557,-0.140907965,9.714017746,5.275666667,
1,4/17/2009,2009,April,4,2.098,-0.876883993,,,,
17,4/17/2009,2009,April,4,5.343,-0.125312963,,,,
18,4/17/2009,2009,April,4,2.637,-0.752046771,-0.584747909,9.129269837,3.359333333,
1,5/12/2009,2009,May,5,1.427,-1.032293596,,,,
17,5/12/2009,2009,May,5,2.487,-0.786788113,,,,
18,5/12/2009,2009,May,5,0.583,-1.227771546,-1.015617752,8.113652085,1.499,
1,6/16/2009,2009,June,6,3.859,-0.469020639,,,,
17,6/16/2009,2009,June,6,2.55,-0.772196749,,,,
18,6/16/2009,2009,June,6,1.454,-1.026040154,-0.755752514,7.357899571,2.621,
1,7/15/2009,2009,July,7,6.591,0.163735002,,,,
17,7/15/2009,2009,July,7,7.666,0.412714619,,,,
18,7/15/2009,2009,July,7,7.889,0.464363414,0.346937678,7.704837249,7.382,
1,8/18/2009,2009,August,8,10.965,1.176792532,,,,
17,8/17/2009,2009,August,8,13.443,1.7507195,,,,
18,8/18/2009,2009,August,8,8.105,0.514390946,1.147300992,8.852138241,10.83766667,
1,9/14/2009,2009,September,9,5.467,-0.096593454,,,,
17,9/14/2009,2009,September,9,8.143,0.523192086,,,,
18,9/14/2009,2009,September,9,5.987,0.023843198,0.150147277,9.002285518,6.532333333,
1,10/13/2009,2009,October,10,3.48,-0.556800429,,,,
17,10/13/2009,2009,October,10,2.729,-0.730738748,,,,
18,10/13/2009,2009,October,10,1.459,-1.024882109,-0.770807096,8.231478423,2.556,
1,11/17/2009,2009,November,11,4.897,-0.228610553,,,,
17,11/17/2009,2009,November,11,5.073,-0.187847378,,,,
18,11/17/2009,2009,November,11,2.769,-0.72147439,-0.379310774,7.852167649,4.246333333,
1,12/15/2009,2009,December,12,5.539,-0.07991761,,,,
17,12/15/2009,2009,December,12,5.221,-0.153569254,,,,
18,12/15/2009,2009,December,12,5.211,-0.155885344,-0.129790736,7.722376913,5.323666667,6.001
1,1/20/2010,2010,January,1,3.964,-0.4447017,,,,
17,1/20/2010,2010,January,1,8.778,0.670263767,,,,
18,1/20/2010,2010,January,1,7.07,0.274675687,0.166745918,7.889122831,6.604,
1,2/16/2010,2010,February,2,6.87,0.228353898,,,,
17,2/16/2010,2010,February,2,17.589,2.71097019,,,,
18,2/16/2010,2010,February,2,6.347,0.107222419,1.015515502,8.904638333,10.26866667,
1,3/17/2010,2010,March,3,1.57,-0.999173516,,,,
17,3/17/2010,2010,March,3,2.869,-0.698313496,,,,
18,3/17/2010,2010,March,3,3.183,-0.625588286,-0.774358433,8.1302799,2.540666667,
1,4/14/2010,2010,April,4,3.337,-0.589920509,,,,
17,4/14/2010,2010,April,4,4.626,-0.291376577,,,,
18,4/14/2010,2010,April,4,3.17,-0.628599203,-0.503298763,7.626981137,3.711,
1,5/17/2010,2010,May,5,0.672,-1.20715835,,,,
17,5/17/2010,2010,May,5,1.71,-0.966748264,,,,
18,5/17/2010,2010,May,5,0.433,-1.262512888,-1.145473167,6.48150797,0.938333333,
1,6/15/2010,2010,June,6,2.618,-0.756447341,,,,
17,6/15/2010,2010,June,6,2.075,-0.882210999,,,,
18,6/15/2010,2010,June,6,3.076,-0.650370444,-0.763009594,5.718498375,2.589666667,
1,7/12/2010,2010,July,7,7.69,0.418273233,,,,
17,7/12/2010,2010,July,7,5.401,-0.111879644,,,,
18,7/12/2010,2010,July,7,4.92,-0.223283547,0.027703347,5.746201723,6.003666667,
1,8/17/2010,2010,August,8,11.997,1.415812964,,,,
17,8/17/2010,2010,August,8,12.503,1.533007091,,,,
18,8/17/2010,2010,August,8,8.465,0.597770167,1.18219674,6.928398463,10.98833333,
1,9/15/2010,2010,September,9,9.196,0.767076306,,,,
17,9/15/2010,2010,September,9,6.921,0.240165954,,,,
18,9/15/2010,2010,September,9,7.959,0.48057604,0.495939433,7.424337896,8.025333333,
1,10/13/2010,2010,October,10,4.504,-0.319632869,,,,
17,10/13/2010,2010,October,10,6.158,0.063448328,,,,
18,10/13/2010,2010,October,10,4.714,-0.27099499,-0.17572651,7.248611386,5.125333333,
1,11/16/2010,2010,November,11,1.141,-1.098533754,,,,
17,11/16/2010,2010,November,11,1.087,-1.111040637,,,,
18,11/16/2010,2010,November,11,0.952,-1.142307845,-1.117294079,6.131317307,1.06,
1,12/8/2010,2010,December,12,2.466,-0.791651901,,,,
17,12/8/2010,2010,December,12,7.185,0.301310716,,,,
18,12/8/2010,2010,December,12,8.927,0.7047735,0.071477438,6.202794745,6.192666667,5.337305556
1,1/19/2011,2011,January,1,6.386,0.116255168,,,,
17,1/19/2011,2011,January,1,13.541,1.773417177,,,,
18,1/19/2011,2011,January,1,15.566,2.242425292,1.377365879,7.580160624,11.831,
1,2/17/2011,2011,February,2,4.093,-0.414824146,,,,
17,2/17/2011,2011,February,2,3.527,-0.545914809,,,,
18,2/17/2011,2011,February,2,3.747,-0.494960841,-0.485233265,7.094927359,3.789,
1,3/17/2011,2011,March,3,7.682,0.416420362,,,,
17,3/17/2011,2011,March,3,8.231,0.543573673,,,,
18,3/17/2011,2011,March,3,7.882,0.462742151,0.474245395,7.569172754,7.931666667,
1,4/13/2011,2011,April,4,4.576,-0.302957025,,,,
17,4/13/2011,2011,April,4,3.106,-0.643422175,,,,
18,4/13/2011,2011,April,4,2.575,-0.766406526,-0.570928575,6.998244179,3.419,
1,5/18/2011,2011,May,5,1.44,-1.029282679,,,,
17,5/18/2011,2011,May,5,1.978,-0.904677066,,,,
18,5/18/2011,2011,May,5,1.799,-0.946135068,-0.960031605,6.038212575,1.739,
1,6/14/2011,2011,June,6,3.72,-0.501214282,,,,
17,6/14/2011,2011,June,6,2.914,-0.687891093,,,,
18,6/14/2011,2011,June,6,3.825,-0.476895343,-0.555333573,5.482879002,3.486333333,
1,7/11/2011,2011,July,7,13.347,1.728485041,,,,
17,7/11/2011,2011,July,7,8.255,0.549132288,,,,
18,7/11/2011,2011,July,7,5.244,-0.148242249,0.709791693,6.192670695,8.948666667,
1,8/16/2011,2011,August,8,12.743,1.588593238,,,,
17,8/16/2011,2011,August,8,6.654,0.178326365,,,,
18,8/16/2011,2011,August,8,8.76,0.666094806,0.811004803,7.003675498,9.385666667,
1,9/13/2011,2011,September,9,9.215,0.771476876,,,,
17,9/13/2011,2011,September,9,5.711,-0.040080871,,,,
18,9/13/2011,2011,September,9,5.661,-0.051661318,0.226578229,7.230253727,6.862333333,
1,10/11/2011,2011,October,10,19.387,3.127403075,,,,
17,10/11/2011,2011,October,10,30.336,5.663289425,,,,
18,10/11/2011,2011,October,10,9.034,0.729555657,3.173416052,10.40366978,19.58566667,
1,11/15/2011,2011,November,11,2.791,-0.716378993,,,,
17,11/15/2011,2011,November,11,5.745,-0.032206167,,,,
18,11/15/2011,2011,November,11,5.653,-0.05351419,-0.26736645,10.13630333,4.729666667,
1,12/13/2011,2011,December,12,2.329,-0.823382326,,,,
17,12/13/2011,2011,December,12,4.002,-0.43590056,,,,
18,12/13/2011,2011,December,12,1.975,-0.905371893,-0.721551593,9.414751737,2.768666667,7.039722222
1,1/9/2012,2012,January,1,4.746,-0.263583504,,,,
17,1/9/2012,2012,January,1,10.285,1.019298448,,,,
18,1/9/2012,2012,January,1,3.994,-0.437753431,0.105987171,9.520738908,6.341666667,
1,2/23/2012,2012,February,2,11.262,1.245580389,,,,
17,2/23/2012,2012,February,2,22.804,3.918810844,,,,
18,2/23/2012,2012,February,2,16.109,2.36818895,2.510860061,12.03159897,16.725,
1,3/12/2012,2012,March,3,5.296,-0.136198583,,,,
17,3/12/2012,2012,March,3,12.057,1.429709501,,,,
18,3/12/2012,2012,March,3,3.456,-0.562359044,0.243717291,12.27531626,6.936333333,
1,4/16/2012,2012,April,4,1.608,-0.990372376,,,,
17,4/16/2012,2012,April,4,1.493,-1.017007405,,,,
18,4/16/2012,2012,April,4,1.509,-1.013301662,-1.006893815,11.26842244,1.536666667,
1,5/16/2012,2012,May,5,4.413,-0.340709283,,,,
17,5/16/2012,2012,May,5,4.45,-0.332139752,,,,
18,5/16/2012,2012,May,5,5.343,-0.125312963,-0.266053999,11.00236845,4.735333333,
1,6/13/2012,2012,June,6,5.751,-0.030816513,,,,
17,6/13/2012,2012,June,6,5.897,0.002998393,,,,
18,6/13/2012,2012,June,6,8.243,0.54635298,0.172844954,11.1752134,6.630333333,
1,7/17/2012,2012,July,7,8.254,0.548900679,,,,
17,7/17/2012,2012,July,7,8.085,0.509758767,,,,
18,7/17/2012,2012,July,7,5.482,-0.09311932,0.321846709,11.49706011,7.273666667,
1,8/14/2012,2012,August,8,11.004,1.185825281,,,,
17,8/14/2012,2012,August,8,11.524,1.306261932,,,,
18,8/14/2012,2012,August,8,12.27,1.479042206,1.323709806,12.82076991,11.59933333,
1,9/12/2012,2012,September,9,9.972,0.946804848,,,,
17,9/12/2012,2012,September,9,12.736,1.586971975,,,,
18,9/12/2012,2012,September,9,9.218,0.772171703,1.101982842,13.92275276,10.642,
1,10/18/2012,2012,October,10,3.069,-0.651991706,,,,
17,10/18/2012,2012,October,10,7.125,0.287414179,,,,
18,10/18/2012,2012,October,10,2.956,-0.678163517,-0.347580348,13.57517241,4.383333333,
1,11/13/2012,2012,November,11,1.71,-0.966748264,,,,
17,11/13/2012,2012,November,11,2.616,-0.756910559,,,,
18,11/13/2012,2012,November,11,3.024,-0.662414109,-0.795357644,12.77981476,2.45,
1,12/11/2012,2012,December,12,7.401,0.351338248,,,,
17,12/11/2012,2012,December,12,8.895,0.697362013,,,,
18,12/11/2012,2012,December,12,2.596,-0.761542738,0.095719174,12.87553394,6.297333333,7.12925
1,1/14/2013,2013,January,1,3.752,-0.493802796,,,,
17,1/14/2013,2013,January,1,8.471,0.59915982,,,,
18,1/14/2013,2013,January,1,5.609,-0.063704983,0.013884014,12.88941795,5.944,
1,2/13/2013,2013,February,2,6.144,0.060205803,,,,
17,2/13/2013,2013,February,2,7.355,0.340684236,,,,
18,2/13/2013,2013,February,2,7.877,0.461584106,0.287491382,13.17690933,7.125333333,
1,3/11/2013,2013,March,3,6.521,0.147522375,,,,
17,3/11/2013,2013,March,3,8.843,0.685318348,,,,
18,3/11/2013,2013,March,3,8.536,0.614214402,0.482351708,13.65926104,7.966666667,
1,4/17/2013,2013,April,4,0.471,-1.253711748,,,,
17,4/17/2013,2013,April,4,0.599,-1.224065803,,,,
18,4/17/2013,2013,April,4,0.454,-1.2576491,-1.245142217,12.41411883,0.508,
1,5/14/2013,2013,May,5,0.883,-1.158288862,,,,
17,5/14/2013,2013,May,5,2.568,-0.768027788,,,,
18,5/14/2013,2013,May,5,0.847,-1.166626784,-1.030981145,11.38313768,1.432666667,
1,6/11/2013,2013,June,6,3.645,-0.518584953,,,,
17,6/11/2013,2013,June,6,4.263,-0.375450625,,,,
18,6/11/2013,2013,June,6,5.809,-0.017383194,-0.303806257,11.07933142,4.572333333,
1,7/16/2013,2013,July,7,5.066,-0.189468641,,,,
17,7/16/2013,2013,July,7,15.305,2.181975357,,,,
18,7/16/2013,2013,July,7,11.466,1.292828614,1.095111777,12.1744432,10.61233333,
1,8/13/2013,2013,August,8,5.714,-0.039386044,,,,
17,8/13/2013,2013,August,8,6.368,0.112086207,,,,
18,8/13/2013,2013,August,8,8.715,0.655672403,0.242790855,12.41723405,6.932333333,
1,9/16/2013,2013,September,9,3.138,-0.636010689,,,,
17,9/16/2013,2013,September,9,3.146,-0.634157817,,,,
18,9/16/2013,2013,September,9,3.032,-0.660561237,-0.643576581,11.77365747,3.105333333,
1,10/22/2013,2013,October,10,1.3,-1.061707932,,,,
17,10/22/2013,2013,October,10,3.704,-0.504920026,,,,
18,10/22/2013,2013,October,10,3.765,-0.49079188,-0.685806612,11.08785086,2.923,
1,11/20/2013,2013,November,11,2.091,-0.878505256,,,,
17,11/20/2013,2013,November,11,6.453,0.131772967,,,,
18,11/20/2013,2013,November,11,6.676,0.183421762,-0.187770175,10.90008069,5.073333333,
1,12/16/2013,2013,December,12,2.355,-0.817360494,,,,
17,12/16/2013,2013,December,12,11.252,1.243264299,,,,
18,12/16/2013,2013,December,12,2.573,-0.766869744,-0.113655313,10.78642537,5.393333333,5.132388889
1,1/15/2014,2014,January,1,2.026,-0.893559837,,,,
17,1/15/2014,2014,January,1,6.667,0.181337282,,,,
18,1/15/2014,2014,January,1,3.919,-0.455124102,-0.389115553,10.39730982,4.204,
1,2/18/2014,2014,February,2,6.284,0.092631055,,,,
17,2/18/2014,2014,February,2,12.17,1.455881312,,,,
18,2/18/2014,2014,February,2,8.29,0.557238601,0.701916989,11.09922681,8.914666667,
1,3/21/2014,2014,March,3,2.223,-0.847932875,,,,
17,3/21/2014,2014,March,3,3.36,-0.584593503,,,,
18,3/21/2014,2014,March,3,1.478,-1.020481539,-0.817669306,10.2815575,2.353666667,
1,4/18/2014,2014,April,4,1.765,-0.954009772,,,,
17,4/18/2014,2014,April,4,10.796,1.13765062,,,,
18,4/18/2014,2014,April,4,7.571,0.390711769,0.191450872,10.47300838,6.710666667,
1,5/13/2014,2014,May,5,0.578,-1.228929591,,,,
17,5/13/2014,2014,May,5,2.113,-0.873409859,,,,
18,5/13/2014,2014,May,5,2.515,-0.780303062,-0.960880837,9.512127539,1.735333333,
1,6/18/2014,2014,June,6,5.779,-0.024331463,,,,
17,6/18/2014,2014,June,6,3.677,-0.511173467,,,,
18,6/18/2014,2014,June,6,5.616,-0.062083721,-0.199196217,9.312931322,5.024,
1,7/14/2014,2014,July,7,5.887,0.000682304,,,,
17,7/14/2014,2014,July,7,5.673,-0.048882011,,,,
18,7/14/2014,2014,July,7,10.291,1.020688102,0.324162798,9.63709412,7.283666667,
1,8/13/2014,2014,August,8,3.184,-0.625356678,,,,
17,8/13/2014,2014,August,8,3.071,-0.651528488,,,,
18,8/13/2014,2014,August,8,4.324,-0.361322479,-0.546069215,9.091024905,3.526333333,
1,9/16/2014,2014,September,9,5.444,-0.101920459,,,,
17,9/16/2014,2014,September,9,6.381,0.115097123,,,,
18,9/16/2014,2014,September,9,4.137,-0.404633352,-0.130485563,8.960539342,5.320666667,
1,10/17/2014,2014,October,10,5.167,-0.166076138,,,,
17,10/17/2014,2014,October,10,5.853,-0.007192401,,,,
18,10/17/2014,2014,October,10,1.976,-0.905140284,-0.359469607,8.601069735,4.332,
1,11/10/2014,2014,November,11,1.482,-1.019555104,,,,
17,11/10/2014,2014,November,11,2.737,-0.728885876,,,,
18,11/10/2014,2014,November,11,2.847,-0.703408892,-0.817283291,7.783786444,2.355333333,
1,12/15/2014,2014,December,12,2.58,-0.765248481,,,,
17,12/15/2014,2014,December,12,3.414,-0.57208662,,,,
18,12/15/2014,2014,December,12,2.956,-0.678163517,-0.671832873,7.111953571,2.983333333,4.561972222
1,1/15/2015,2015,January,1,5.639,-0.056756715,,,,
17,1/15/2015,2015,January,1,10.254,1.012118571,,,,
18,1/15/2015,2015,January,1,8.518,0.610045441,0.521802432,7.633756004,8.137,
1,2/15/2015,2015,February,2,,,,,,
17,2/15/2015,2015,February,2,,,,,,
18,2/15/2015,2015,February,2,,,,,,
1,3/16/2015,2015,March,3,5.465,-0.097056672,,,,
17,3/16/2015,2015,March,3,8.943,0.708479243,,,,
18,3/16/2015,2015,March,3,7.508,0.376120405,0.329180992,7.962936996,7.305333333,
