3,Oct-99,1999,OCTOBER,10,11.588,0.547,,,,,
4,Oct-99,1999,OCTOBER,10,14.373,0.393,12.980,0.470,0.036183087,-0.117940305,-0.117940305
3,Nov-99,1999,NOVEMBER,11,4.107,0.122,,,,,
4,Nov-99,1999,NOVEMBER,11,4.563,0.170,4.335,0.146,0.033686626,-0.155910621,-0.273850926
3,Dec-99,1999,DECEMBER,12,3.612,0.178,,,,,
4,Dec-99,1999,DECEMBER,12,7.686,0.034,5.649,0.106,0.01875637,-0.382994695,-0.65684562
3,Jan-00,2000,JANUARY,1,5.243,0.097,,,,,
4,Jan-00,2000,JANUARY,1,9.203,0.856,7.223,0.477,0.065971394,0.335129648,-0.321715972
3,Feb-00,2000,FEBRUARY,2,4.364,0.395,,,,,
4,Feb-00,2000,FEBRUARY,2,6.768,2.265,5.566,1.330,0.238910203,2.965469711,2.643753739
3,Mar-00,2000,MARCH,3,3.953,0.140,,,,,
4,Mar-00,2000,MARCH,3,15.295,0.824,9.624,0.482,0.050089039,0.093564468,2.737318206
3,Apr-00,2000,APRIL,4,20.474,4.001,,,,,
4,Apr-00,2000,APRIL,4,31.833,5.375,26.154,4.688,0.179251689,2.058084145,4.795402352
3,May-00,2000,MAY,5,12.217,0.099,,,,,
4,May-00,2000,MAY,5,13.170,0.108,12.694,0.104,0.008178805,-0.543875835,4.251526516
3,Jun-00,2000,JUNE,6,18.425,0.141,,,,,
4,Jun-00,2000,JUNE,6,32.977,0.167,25.701,0.154,0.005990229,-0.577163322,3.674363194
3,Jul-00,2000,JULY,7,20.025,0.342,,,,,
4,Jul-00,2000,JULY,7,31.953,0.179,25.989,0.260,0.010021126,-0.515854772,3.158508422
3,Aug-00,2000,AUGUST,8,28.157,0.405,,,,,
4,Aug-00,2000,AUGUST,8,35.418,0.317,31.787,0.361,0.011350174,-0.495640405,2.662868016
3,Sep-00,2000,SEPTEMBER,9,5.505,0.119,,,,,
4,Sep-00,2000,SEPTEMBER,9,10.028,0.191,7.766,0.155,0.019929164,-0.365156897,2.29771112
3,Oct-00,2000,OCTOBER,10,5.155,1.040,,,,,
4,Oct-00,2000,OCTOBER,10,7.620,0.606,6.388,0.823,0.128828858,1.291170146,3.588881266
