11,1/25/1995,1995,JANUARY,1,0.80,-0.630178628,,,,,,
12,1/25/1995,1995,JANUARY,1,0.67,-0.653765677,,,,,,
13,1/25/1995,1995,JANUARY,1,0.96,-0.601148414,-0.628364239,,0.81,,,
11,2/15/1995,1995,FEBRUARY,2,0.90,-0.612034744,,,,,,
12,2/15/1995,1995,FEBRUARY,2,2.27,-0.363463536,,,,,,
13,2/15/1995,1995,FEBRUARY,2,1.71,-0.465069285,-0.480189188,-1.108553428,1.626666667,,,
11,3/23/1995,1995,MARCH,3,1.14,-0.568489423,,,,,,
12,3/23/1995,1995,MARCH,3,1.33,-0.534016044,,,,,,
13,3/23/1995,1995,MARCH,3,0.82,-0.626549851,-0.576351773,-1.6849052,1.096666667,,,
11,4/25/1995,1995,APRIL,4,1.70,-0.466883674,,,,,,
12,4/25/1995,1995,APRIL,4,1.39,-0.523129713,,,,,,
13,4/25/1995,1995,APRIL,4,0.96,-0.601148414,-0.530387267,-2.215292467,1.35,,,
11,5/20/1995,1995,MAY,5,2.49,-0.323546991,,,,,,
12,5/20/1995,1995,MAY,5,1.56,-0.492285111,,,,,,
13,5/20/1995,1995,MAY,5,1.07,-0.581190142,-0.465674081,-2.680966548,1.706666667,,,
11,6/14/1995,1995,JUNE,6,2.84,-0.260043398,,,,,,
12,6/14/1995,1995,JUNE,6,3.02,-0.227384407,,,,,,
13,6/14/1995,1995,JUNE,6,1.84,-0.441482236,-0.309636681,-2.990603229,2.566666667,,,
11,7/6/1995,1995,JULY,7,0.47,-0.690053444,,,,,,
12,7/6/1995,1995,JULY,7,1.33,-0.534016044,,,,,,
13,7/6/1995,1995,JULY,7,0.91,-0.610220356,-0.611429948,-3.602033177,0.903333333,,,
11,8/22/1995,1995,AUGUST,8,3.24,-0.187467863,,,,,,
12,8/22/1995,1995,AUGUST,8,10.90,1.202353637,,,,,,
13,8/22/1995,1995,AUGUST,8,1.25,-0.548531151,0.155451541,-3.446581636,5.13,,,
11,9/21/1995,1995,SEPTEMBER,9,2.21,-0.374349866,,,,,,
12,9/21/1995,1995,SEPTEMBER,9,3.40,-0.158437649,,,,,,
13,9/21/1995,1995,SEPTEMBER,9,0.26,-0.7281556,-0.420314372,-3.866896007,1.956666667,,,
11,10/12/1995,1995,OCTOBER,10,2.58,-0.307217496,,,,,,
12,10/12/1995,1995,OCTOBER,10,2.76,-0.274558505,,,,,,
13,10/12/1995,1995,OCTOBER,10,2.83,-0.261857786,-0.281211263,-4.14810727,2.723333333,,,
11,12/8/1995,1995,DECEMBER,12,0.82,-0.626549851,,,,,,
12,12/8/1995,1995,DECEMBER,12,2.20,-0.376164254,,,,,,
13,12/8/1995,1995,DECEMBER,12,2.24,-0.368906701,-0.457206935,-4.605314205,1.753333333,1.965757576,,
11,1/23/1996,1996,JANUARY,1,0.65,-0.657394454,,,,,,
12,1/23/1996,1996,JANUARY,1,0.33,-0.715454882,,,,,,
13,1/23/1996,1996,JANUARY,1,0.41,-0.700939775,-0.691263037,-5.296577242,0.463333333,,,
11,2/12/1996,1996,FEBRUARY,2,0.82,-0.626549851,,,,,,
12,2/12/1996,1996,FEBRUARY,2,2.82,-0.263672175,,,,,,
13,2/12/1996,1996,FEBRUARY,2,1.93,-0.425152741,-0.438458256,-5.735035498,1.856666667,,,
11,3/19/1996,1996,MARCH,3,0.92,-0.608405967,,,,,,
12,3/19/1996,1996,MARCH,3,0.61,-0.664652007,,,,,,
13,3/19/1996,1996,MARCH,3,0.83,-0.624735463,-0.632597812,-6.36763331,0.786666667,,,
11,4/18/1996,1996,APRIL,4,0.00,-0.775329698,,,,,,
12,4/18/1996,1996,APRIL,4,0.00,-0.775329698,,,,,,
13,4/18/1996,1996,APRIL,4,0.76,-0.637436181,-0.729365193,-7.096998503,0.253333333,,,
11,5/7/1996,1996,MAY,5,1.90,-0.430595906,,,,,,
12,5/7/1996,1996,MAY,5,1.81,-0.446925401,,,,,,
13,5/7/1996,1996,MAY,5,1.69,-0.468698062,-0.44873979,-7.545738292,1.8,,,
11,6/17/1996,1996,JUNE,6,1.17,-0.563046258,,,,,,
12,6/17/1996,1996,JUNE,6,2.55,-0.312660661,,,,,,
13,6/17/1996,1996,JUNE,6,0.51,-0.682795891,-0.519500937,-8.065239229,1.41,,,
11,7/23/1996,1996,JULY,7,4.34,0.012114859,,,,,,
12,7/23/1996,1996,JULY,7,3.70,-0.104005997,,,,,,
13,7/23/1996,1996,JULY,7,1.70,-0.466883674,-0.186258271,-8.251497499,3.246666667,,,
