STA,DATE,YEAR,MONTH,MONTH#,NH4,ZscoreNH4,meanZ,CUSUM,mean NH4,,
2,11/16/2010,2010,November,11,2.15 ,-0.233130336,,,,,
16,11/16/2010,2010,November,11,3.91 ,0.126796938,-0.053166699,-5.931297358,3.03,,
2,12/8/2010,2010,December,12,0.92 ,-0.482917378,,,,,
16,12/8/2010,2010,December,12,8.04 ,0.967265738,0.24217418,-5.689123178,4.48,,
2,1/19/2011,2011,January,1,,,,,,,
16,1/19/2011,2011,January,1,6.84 ,0.722939858,0.722939858,-4.96618332,6.84,,
2,2/17/2011,2011,February,2,7.26,0.808138065,,,,,
16,2/17/2011,2011,February,2,0.81 ,-0.505332597,0.151402734,-4.814780586,4.03,,
2,3/17/2011,2011,March,3,6.31 ,0.614490956,,,,,
16,3/17/2011,2011,March,3,6.78,0.711059792,0.662775374,-4.152005211,6.54,,
2,4/13/2011,2011,April,4,2.31 ,-0.199792793,,,,,
16,4/13/2011,2011,April,4,0.70,-0.528236874,-0.364014834,-4.516020045,1.50,,
2,5/18/2011,2011,May,5,14.8,2.345475626,,,,,
16,5/18/2011,2011,May,5,13.6,2.100945971,2.223210798,-2.292809247,14.20,,
2,6/14/2011,2011,June,6,1.75,-0.313784367,,,,,
16,6/14/2011,2011,June,6,0.61,-0.546087539,-0.429935953,-2.7227452,1.18,,
2,7/11/2011,2011,July,7,9.48,1.261394157,,,,,
16,7/11/2011,2011,July,7,0.8,-0.507370344,0.377011907,-2.345733293,5.14,,
2,8/16/2011,2011,August,8,5.57,0.464635033,,,,,
16,8/16/2011,2011,August,8,0.53,-0.562389516,-0.048877242,-2.394610535,3.05,,
2,9/13/2011,2011,September,9,6.74,0.703051446,,,,,
16,9/13/2011,2011,September,9,7.08,0.772334848,0.737693147,-1.656917388,6.91,,
2,10/11/2011,2011,October,10,23.4,4.09793815,,,,,
16,10/11/2011,2011,October,10,17.3,2.854912406,3.476425278,1.81950789,20.35,,
2,11/15/2011,2011,November,11,0.89,-0.48903062,,,,,
16,11/15/2011,2011,November,11,22.2,3.853408495,1.682188938,3.501696828,11.55,,
2,12/14/2011,2011,December,12,0.89,-0.48903062,,,,,
16,12/13/2011,2011,December,12,4.35,0.216029884,-0.136500368,3.36519646,2.62,,
2,1/9/2012,2012,January,1,0.57,-0.554238528,,,,,
16,1/9/2012,2012,January,1,1.78,-0.307671126,-0.430954827,2.934241633,1.18,,
2,2/23/2012,2012,February,2,0.61,-0.546087539,,,,,
16,2/23/2012,2012,February,2,0.20,-0.629635171,-0.587861355,2.346380278,0.41,,
2,3/12/2012,2012,March,3,0.28,-0.613333194,,,,,
16,3/12/2012,2012,March,3,3.19,-0.020348782,-0.316840988,2.02953929,1.74,,
2,4/16/2012,2012,April,4,0.42,-0.584804734,,,,,
16,4/16/2012,2012,April,4,5.50,0.450370803,-0.067216966,1.962322324,2.96,,
2,5/16/2012,2012,May,5,0.44,-0.58072924,,,,,
16,5/16/2012,2012,May,5,1.06,-0.454388919,-0.517559079,1.444763245,0.75,,
2,6/13/2012,2012,June,6,12.1,1.795283903,,,,,
16,6/13/2012,2012,June,6,1.15,-0.436049195,0.679617354,2.124380599,6.63,,
2,7/17/2012,2012,July,7,17.4,2.875289877,,,,,
16,7/17/2012,2012,July,7,16.7,2.732647579,2.803968728,4.928349327,17.05,,
2,8/14/2012,2012,August,8,7.76,0.910901652,,,,,
16,8/14/2012,2012,August,8,10.9,1.550754248,1.23082795,6.159177278,9.33,,
2,9/12/2012,2012,September,9,10.6,1.489621835,,,,,
16,9/12/2012,2012,September,9,1.14,-0.438086942,0.525767447,6.684944724,5.87,,
2,10/18/2012,2012,October,10,2.97,-0.065179219,,,,,
16,10/18/2012,2012,October,10,1.65,-0.334161839,-0.199670529,6.485274196,2.31,,
2,11/13/2012,2012,November,11,17.1,2.814157463,,,,,
16,11/13/2012,2012,November,11,10.8,1.530376777,2.17226712,8.657541316,13.95,,
2,12/11/2012,2012,December,12,0.50,-0.568502757,,,,,
16,12/11/2012,2012,December,12,1.05,-0.456426666,-0.512464712,8.145076604,0.78,,
2,1/14/2013,2013,January,1,4.78,0.30365301,,,,,
16,1/14/2013,2013,January,1,5.15,0.379049654,0.341351332,8.486427936,4.97,,
2,2/13/2013,2013,February,2,6.65,0.684711722,,,,,
16,2/13/2013,2013,February,2,8.73,1.108563123,0.896637423,9.383065359,7.69,,
2,3/11/2013,2013,March,3,7.28,0.813089791,,,,,
16,3/11/2013,2013,March,3,12.5,1.876793788,1.344941789,10.72800715,9.89,,
2,4/17/2013,2013,April,4,0.86,-0.495143861,,,,,
16,4/15/2013,2013,April,4,3.08,-0.042764,-0.268953931,10.45905322,1.97,,
2,5/14/2013,2013,May,5,0.31,-0.607219953,,,,,
16,5/14/2013,2013,May,5,0.48,-0.572578252,-0.589899102,9.869154115,0.40,,
2,6/11/2013,2013,June,6,2.18,-0.226161241,,,,,
16,6/12/2013,2013,June,6,3.08,-0.042764,-0.134462621,9.734691495,2.63,,
2,7/16/2013,2013,July,7,2.34,-0.193557287,,,,,
16,7/16/2013,2013,July,7,0.21,-0.627597424,-0.410577356,9.324114139,1.28,,
2,8/13/2013,2013,August,8,1.77,-0.309708873,,,,,
16,8/13/2013,2013,August,8,3.74,0.09172731,-0.108990782,9.215123357,2.76,,
2,9/16/2013,2013,September,9,0.88,-0.491068367,,,,,
16,9/16/2013,2013,September,9,2.91,-0.077405701,-0.284237034,8.930886323,1.90,,
2,10/22/2013,2013,October,10,1.29,-0.407520735,,,,,
16,10/22/2013,2013,October,10,0.77,-0.513483585,-0.46050216,8.470384163,1.03,,
2,11/19/2013,2013,November,11,0.57,-0.554238528,,,,,
16,11/19/2013,2013,November,11,0.42,-0.584804734,-0.569521631,7.900862532,0.50,,
2,12/16/2013,2013,December,12,0.39,-0.590917976,,,,,
16,12/16/2013,2013,December,12,0.46,-0.576653746,-0.583785861,7.317076672,0.43,,
2,1/15/2014,2014,January,1,0.28,-0.613333194,,,,,
16,1/15/2014,2014,January,1,0.67,-0.533861056,-0.573597125,6.743479546,0.48,,
2,2/18/2014,2014,February,2,0.2,-0.629635171,,,,,
16,2/20/2014,2014,February,2,0.37,-0.59499347,-0.612314321,6.131165226,0.29,,
2,3/21/2014,2014,March,3,0.53,-0.562389516,,,,,
16,3/21/2014,2014,March,3,0.61,-0.546087539,-0.554238528,5.576926698,0.57,,
2,4/18/2014,2014,April,4,0.61 ,-0.546087539,,,,,
16,4/18/2014,2014,April,4,0.99 ,-0.468653148,-0.507370344,5.069556354,0.80,,
2,5/13/2014,2014,May,5,0.63 ,-0.542012045,,,,,
16,5/13/2014,2014,May,5,0.37 ,-0.59499347,-0.568502757,4.501053597,0.50,,
2,6/18/2014,2014,June,6,0.65 ,-0.537936551,,,,,
16,6/18/2014,2014,June,6,0.53 ,-0.562389516,-0.550163033,3.950890564,0.59,,
2,7/14/2014,2014,July,7,0.99 ,-0.468653148,,,,,
16,7/14/2014,2014,July,7,0.52 ,-0.564427263,-0.516540206,3.434350358,0.76,,
2,8/13/2014,2014,August,8,2.12 ,-0.238387724,,,,,
16,8/11/2014,2014,August,8,0.23 ,-0.62352193,-0.430954827,3.003395531,1.18,,
2,9/16/2014,2014,September,9,10.9 ,1.550754248,,,,,
16,9/16/2014,2014,September,9,2.29 ,-0.203746023,0.673504113,3.676899644,6.60,,
2,10/17/2014,2014,October,10,1.48,-0.36880354,,,,,
16,10/17/2014,2014,October,10,2.29,-0.203746023,-0.286274781,3.390624863,1.89,,
2,11/10/2014,2014,November,11,1.69,-0.32601085,,,,,
16,11/10/2014,2014,November,11,1.92,-0.279142666,-0.302576758,3.088048105,1.81,,
2,12/15/2014,2014,December,12,0.87,-0.493106114,,,,,
16,12/15/2014,2014,December,12,0.75,-0.517559079,-0.505332597,2.582715508,0.81,,
2,1/15/2015,2015,January,1,0.46 ,-0.576653746,,,,,
16,1/15/2015,2015,January,1,0.41 ,-0.586842482,-0.581748114,2.000967394,0.44,,
2,2/15/2015,2015,February,2,,,,,,,
16,2/15/2015,2015,February,2,,,,,,,
2,3/16/2015,2015,March,3,2.12 ,-0.238387724,,,,,
16,3/16/2015,2015,March,3,0.25 ,-0.619446435,-0.42891708,1.572050315,1.19,,
2,4/24/2015,2015,April,4,1.41 ,-0.383067769,,,,,
16,4/27/2015,2015,April,4,0.42 ,-0.584804734,-0.483936252,1.088114063,0.92,,
2,5/12/2015,2015,May,5,0.71 ,-0.525710068,,,,,
16,5/12/2015,2015,May,5,0.61 ,-0.546087539,-0.535898803,0.552215259,0.66,,
2,6/15/2015,2015,June,6,1.13 ,-0.440124689,,,,,
16,6/15/2015,2015,June,6,1.16 ,-0.434011447,-0.437068068,0.115147191,1.15,,
2,7/16/2015,2015,July,7,0.87 ,-0.493106114,,,,,
16,7/16/2015,2015,July,7,1.03 ,-0.46050216,-0.476804137,-0.361656946,0.95,,
2,8/12/2015,2015,August,8,6.61 ,0.676560734,,,,,
16,8/12/2015,2015,August,8,1.24 ,-0.41770947,0.129425632,-0.232231314,3.93,,
2,9/14/2015,2015,September,9,14.4 ,2.263965741,,,,,
16,9/14/2015,2015,September,9,12.3 ,1.836038845,2.050002293,1.817770979,13.35,,
2,10/14/2015,2015,October,10,0.59 ,-0.550163033,,,,,
16,10/14/2015,2015,October,10,1.42 ,-0.381030022,-0.465596528,1.352174451,1.01,,
2,11/18/2015,2015,November,11,3.23 ,-0.012197793,,,,,
16,11/18/2015,2015,November,11,1.14 ,-0.438086942,-0.225142368,1.127032083,2.19,,
2,12/14/2015,2015,December,12,0.65 ,-0.537936551,,,,,
16,12/14/2015,2015,December,12,0.35 ,-0.599068964,-0.568502757,0.558529326,0.50,,
2,1/14/2016,2016,January,1,0.69 ,-0.529785562,,,,,
16,1/14/2016,2016,January,1,0.98 ,-0.470690896,-0.500238229,0.058291097,0.84,,
2,2/18/2016,2016,February,2,0.62,-0.544049792,,,,,
16,2/18/2016,2016,February,2,0.67,-0.533861056,-0.538955424,-0.480664327,0.65,,
2,3/15/2016,2016,March,3,0.95,-0.476804137,,,,,
16,3/15/2016,2016,March,3,0.88,-0.491068367,-0.483936252,-0.964600579,0.92,,
2,4/14/2016,2016,April,4,0.94 ,-0.478841884,,,,,
16,4/14/2016,2016,April,4,0.81 ,-0.505332597,-0.49208724,-1.456687819,0.88,,
2,5/17/2016,2016,May,5,0.44 ,-0.58072924,,,,,
16,5/17/2016,2016,May,5,0.27 ,-0.615370941,-0.598050091,-2.05473791,0.36,,
2,6/21/2016,2016,June,6,0.25 ,-0.619446435,,,,,
16,6/21/2016,2016,June,6,0.74 ,-0.519596827,-0.569521631,-2.624259541,0.50,,
2,7/19/2016,2016,July,7,0.44 ,-0.58072924,,,,,
16,7/20/2016,2016,July,7,0.69 ,-0.529785562,-0.555257401,-3.179516942,0.57,,
2,8/16/2016,2016,August,8,0.72 ,-0.523672321,,,,,
16,8/15/2016,2016,August,8,1.73 ,-0.317859862,-0.420766091,-3.600283033,1.23,,
2,9/12/2016,2016,September,9,4.44 ,0.234369608,,,,,
16,9/12/2016,2016,September,9,3.10 ,-0.038688506,0.097840551,-3.502442482,3.77,,
2,10/13/2016,2016,October,10,7.88 ,0.935354618,,,,,
16,10/13/2016,2016,October,10,5.41 ,0.432031079,0.683692848,-2.818749634,6.65,,
2,11/14/2016,2016,November,11,0.95 ,-0.476804137,,,,,
16,11/14/2016,2016,November,11,0.76 ,-0.515521332,-0.496162735,-3.314912368,0.86,,
2,12/14/16,2016,December,12,1.42 ,-0.381030022,,,,,
16,12/14/16,2016,December,12,1.19 ,-0.427898206,-0.404464114,-3.719376483,1.31,,
2,1/15/2017,2017,January,1,0.55,-0.558314022,,,,,
16,1/15/2017,2017,January,1,0.84,-0.499219355,-0.528766689,-4.248143171,0.70,,
2,2/18/2017,2017,February,2,0.48,-0.572578252,,,,,
16,2/18/2017,2017,February,2,0.53,-0.562389516,-0.567483884,-4.815627055,0.51,,
2,3/23/2017,2017,March,3,0.53,-0.562389516,,,,,
16,3/23/2017,2017,March,3,0.46,-0.576653746,-0.569521631,-5.385148686,0.50,,
2,,2017,April,4,,,,,,,
16,,2017,April,4,,,,,,,
2,5/31/2017,2017,May,5,6.55,0.664334251,,,,,
16,5/31/2017,2017,May,5,4.01,0.146746482,0.405540366,-4.97960832,5.28,,
2,6/29/2017,2017,June,6,0.83,-0.501257102,,,,,
16,6/29/2017,2017,June,6,0.8,-0.507370344,-0.504313723,-5.483922043,0.82,,
2,7/18/2017,2017,July,7,0.82,-0.50329485,,,,,
16,7/18/2017,2017,July,7,0.96,-0.47476639,-0.48903062,-5.972952662,0.89,,
2,,2017,August,8,,,,,,,
16,,2017,August,8,,,,,,,
2,10/2/2017,2017,September,9,3.42,0.026519402,,,,,
16,10/2/2017,2017,September,9,7.06,0.768259354,0.397389378,-5.575563285,5.24,,
2,,2017,October,10,,,,,,,
16,,2017,October,10,,,,,,,
2,11/14/2017,2017,November,11,3.31,0.004104184,,,,,
16,11/14/2017,2017,November,11,4.77,0.301615263,0.152859723,-5.422703561,4.04,,
2,12/20/2017,2017,December,12,21,3.608878841,,,,,
16,12/20/2017,2017,December,12,1.39,-0.387143264,1.610867788,-3.811835773,11.20,,
2,1/26/2018,2018,January,1,0.92,-0.482917378,,,,,
16,1/26/2018,2018,January,1,6.4,0.633768044,0.075425333,-3.73641044,3.66,,
2,2/21/2018,2018,February,2,1.46,-0.372879034,,,,,
16,2/21/2018,2018,February,2,4.64,0.275124551,-0.048877242,-3.785287681,3.05,,
2,3/27/2018,2018,March,3,2.85,-0.089632184,,,,,
16,3/27/2018,2018,March,3,0.74,-0.519596827,-0.304614505,-4.089902187,1.80,,
2,4/26/2018,2018,April,4,4.24,0.193614666,,,,,
16,4/26/2018,2018,April,4,0.93,-0.480879631,-0.143632483,-4.233534669,2.59,,
2,5/22/2018,2018,May,5,1.98,-0.266916184,,,,,
16,5/22/2018,2018,May,5,0.68,-0.531823309,-0.399369746,-4.632904416,1.33,,
2,6/21/2018,2018,June,6,0.58,-0.55220078,,,,,
16,6/21/2018,2018,June,6,0.66,-0.535898803,-0.544049792,-5.176954208,0.62,,
2,8/1/2018,2018,July,7,1.99,-0.264878436,,,,,
16,8/1/2018,2018,July,7,7.56,0.87014671,0.302634137,-4.874320071,4.78,,
2,8/28/2018,2018,August,8,3.66,0.075425333,,,,,
16,8/28/2018,2018,August,8,0.78,-0.511445838,-0.218010253,-5.092330324,2.22,,
2,9/19/2018,2018,September,9,1.85,-0.293406896,,,,,
16,9/19/2018,2018,September,9,2.13,-0.236349977,-0.264878436,-5.35720876,1.99,,
2,10/23/2018,2018,October,10,1.8,-0.303595632,,,,,
16,10/23/2018,2018,October,10,0.88,-0.491068367,-0.397331999,-5.754540759,1.34,,
2,11/14/2018,2018,November,11,0.91,-0.484955125,,,,,
16,11/14/2018,2018,November,11,0.72,-0.523672321,-0.504313723,-6.258854482,0.82,,
2,12/4/2018,2018,December,12,0.69,-0.529785562,,,,,
16,12/4/2018,2018,December,12,0.68,-0.531823309,-0.530804436,-6.789658918,0.69,,
2,,2019,January,1,,,,,,,
16,,2019,January,1,,,,,,,
2,,2019,February,2,,,,,,,
16,,2019,February,2,,,,,,,
2,4/4/2019,2019,March,3,4.26,0.19769016,,,,,
16,4/4/2019,2019,March,3,5.42,0.434068826,0.315879493,-6.473779425,4.84,,
2,4/30/2019,2019,April,4,0.70,-0.527747815,,,,,
16,4/30/2019,2019,April,4,1.07,-0.452351172,-0.490049493,-6.963828918,0.89,,
2,5/17/2019,2019,May,5,0.36,-0.597031217,,,,,
16,5/17/2019,2019,May,5,6.54,0.662296504,0.032632643,-6.931196275,3.45,,
2,6/25/2019,2019,June,6,0.57,-0.554238528,,,,,
16,6/25/2019,2019,June,6,1.67,-0.330086344,-0.442162436,-7.373358711,1.12,,
2,7/25/2019,2019,July,7,0.70,-0.527747815,,,,,
16,7/25/2019,2019,July,7,1.19,-0.427898206,-0.477823011,-7.851181721,0.95,,
2,,2019,August,8,,,,,,,
16,,2019,August,8,,,,,,,
2,9/25/2019,2019,September,9,0.23,-0.62352193,,,,,
16,9/25/2019,2019,September,9,0.22,-0.625559677,-0.624540803,-8.475722525,0.23,,
2,10/29/2019,2019,October,10,3.53,0.04893462,,,,,
16,10/29/2019,2019,October,10,2.66,-0.128349379,-0.03970738,-8.515429904,3.10,,
2,,2019,November,11,,,,,,,
16,,2019,November,11,,,,,,,
2,12/29/2019,2019,December,12,1.36,-0.393256505,,,,,
16,12/29/2019,2019,December,12,18.4,3.079064589,1.342904042,-7.172525862,9.88,,
2,,2020,January,1,,,,,,,
16,,2020,January,1,,,,,,,
2,,2020,February,2,,,,,,,
16,,2020,February,2,,,,,,,
2,,2020,March,3,,,,,,,
16,,2020,March,3,,,,,,,
2,,2020,April,4,,,,,,,
16,,2020,April,4,,,,,,,
2,,2020,May,5,,,,,,,
16,,2020,May,5,,,,,,,
2,6/24/20,2020,June,6,7.20 ,0.796787814,,,,,
16,6/23/20,2020,June,6,1.48 ,-0.36880354,0.213992137,-6.958533725,4.34,,
2,7/29/22,2020,July,7,3.57 ,0.057085609,,,,,
16,7/29/22,2020,July,7,6.15 ,0.582824366,0.319954987,-6.638578738,4.86,,
2,8/27/20,2020,August,8,2.64 ,-0.132424874,,,,,
16,8/27/20,2020,August,8,1.78 ,-0.307671126,-0.220048,-6.858626737,2.21,,
2,9/23/20,2020,September,9,1.35 ,-0.395294252,,,,,
16,9/23/20,2020,September,9,1.24 ,-0.41770947,-0.406501861,-7.265128599,1.30,,
2,10/21/20,2020,October,10,2.20 ,-0.222085747,,,,,
16,10/21/20,2020,October,10,7.49 ,0.85588248,0.316898367,-6.948230232,4.85,,
2,11/20/20,2020,November,11,1.13 ,-0.440124689,,,,,
16,11/20/20,2020,November,11,3.7 ,0.075425333,-0.182349678,-7.13057991,2.40,,
2,,2020,December,12,,,,,,,
16,,2020,December,12,,,,,,,
2,,2021,January,1,,,,,,,
16,,2021,January,1,,,,,,,
2,2/4/2021,2021,February,2,11.27,1.626150892,,,,,
16,2/4/2021,2021,February,2,2.16,-0.230236735,0.697957078,-6.432622832,6.72,,
2,3/26/2021,2021,March,3,9.84,1.334753054,,,,,
16,3/26/2021,2021,March,3,2.19,-0.224123494,0.55531478,-5.877308052,6.02,,
2,4/28/2021,2021,April,4,0.64,-0.539974298,,,,,
16,4/28/2021,2021,April,4,19.53,3.309330014,1.384677858,-4.492630194,10.09,,
2,5/19/2021,2021,May,5,0.64,-0.539974298,,,,,
16,5/19/2021,2021,May,5,4.88,0.324030482,-0.107971908,-4.600602102,2.76,,
2,6/30/2021,2021,June,6,0.64,-0.539974298,,,,,
16,6/30/2021,2021,June,6,19.77,3.358235945,1.409130824,-3.191471278,10.21,,
2,7/28/2021,2021,July,7,34.01,6.259987845,,,,,
16,7/28/2021,2021,July,7,0.64,-0.539974298,2.860006774,-0.331464505,17.33,,
2,8/25/2021,2021,August,8,1.82,-0.299520137,,,,,
16,8/25/2021,2021,August,8,26.74,4.778545688,2.239512775,1.908048271,14.28,,
2,9/29/2021,2021,September,9,0.64,-0.539974298,,,,,
16,9/29/2021,2021,September,9,0.64,-0.539974298,-0.539974298,1.368073973,0.64,,
2,10/27/21,2021,October,10,16.38,2.667439671,,,,,
16,10/27/21,2021,October,10,1.98,-0.266916184,1.200261744,2.568335716,9.18,,
2,11/16/21,2021,November,11,1.70,-0.323973103,,,,,
16,11/16/21,2021,November,11,2.69,-0.122236138,-0.22310462,2.345231096,2.20,,
2,12/15/21,2021,December,12,0.39,-0.590917976,,,,,
16,12/15/21,2021,December,12,0.46,-0.576653746,-0.583785861,1.761445235,0.43,,
