10,4/22/1997,1997,APRIL,4,0.634,-0.717159578,-0.510602184,-7.428918339,1.630635847,,,,,,,,,,,,
9,5/20/1997,1997,MAY,5,0.586,-0.727276379,,,,,,,,,,,,,,,
10,5/20/1997,1997,MAY,5,0.648,-0.714293573,-0.720784976,-8.149703315,0.616895296,,,,,,,,,,,,
9,6/10/1997,1997,JUNE,6,3.147,-0.196214374,,,,,,,,,,,,,,,
10,6/10/1997,1997,JUNE,6,1.995,-0.435024377,-0.315619376,-8.465322691,2.571064785,,,,,,,,,,,,
9,7/15/1997,1997,JULY,7,19.753,3.24680784,,,,,,,,,,,,,,,
10,7/15/1997,1997,JULY,7,10.887,1.408502675,2.327655257,-6.137667434,15.31994235,,,,,,,,,,,,
9,9/2/1997,1997,AUGUST,8,5.106,0.210001415,,,,,,,,,,,,,,,
10,9/2/1997,1997,AUGUST,8,3.602,-0.101842632,0.054079391,-6.083588042,4.354172849,,,,,,,,,,,,
9,9/26/1997,1997,SEPTEMBER,9,0.911,-0.659713388,,,,,,,,,,,,,,,
10,9/26/1997,1997,SEPTEMBER,9,0.799,-0.682964774,-0.671339081,-6.754927123,0.85537966,,,,,,,,,,,,
9,10/8/1997,1997,OCTOBER,10,1.031,-0.634861846,,,,,,,,,,,,,,,
10,10/8/1997,1997,OCTOBER,10,1.043,-0.632396686,-0.633629266,-7.388556389,1.037259289,,,,,,,,,,,,
9,11/20/1997,1997,NOVEMBER,11,0.549,-0.734772673,,,,,,,,,,,,,,,
10,11/20/1997,1997,NOVEMBER,11,0.827,-0.677132011,-0.705952342,-8.094508731,0.688435134,,,,,,,,,,,,
9,12/15/1997,1997,DECEMBER,12,1.497,-0.538354216,,,,,,,,,,,,,,,
10,12/15/1997,1997,DECEMBER,12,0.986,-0.644273562,-0.591313889,-8.68582262,1.241352182,3.36,,,,,,,,,,,
9,1/21/1998,1998,JANUARY,1,1.716,-0.492860561,,,,,,,,,,,,,,,
10,1/21/1998,1998,JANUARY,1,1.372,-0.564287349,-0.528573955,-9.214396575,1.543955522,,,,,,,,,,,,
9,2/10/1998,1998,FEBRUARY,2,6.758,0.552412888,,,,,,,,,,,,,,,
10,2/10/1998,1998,FEBRUARY,2,4.194,0.020947206,0.286680047,-8.927716529,5.476037842,,,,,,,,,,,,
9,3/16/1998,1998,MARCH,3,9.648,1.15174735,,,,,,,,,,,,,,,
10,3/16/1998,1998,MARCH,3,8.996,1.01641769,1.08408252,-7.843634009,9.322019783,,,,,,,,,,,,
9,4/14/1998,1998,APRIL,4,0.402,-0.765332865,,,,,,,,,,,,,,,
10,4/14/1998,1998,APRIL,4,1.497,-0.53824526,-0.651789063,-8.495423071,0.94967209,,,,,,,,,,,,
9,5/20/1998,1998,MAY,5,1.146,-0.61110126,,,,,,,,,,,,,,,
10,5/20/1998,1998,MAY,5,1.688,-0.498784997,-0.554943129,-9.0503662,1.416773367,,,,,,,,,,,,
9,6/17/1998,1998,JUNE,6,1.678,-0.500821721,,,,,,,,,,,,,,,
10,6/17/1998,1998,JUNE,6,1.302,-0.578639137,-0.539730429,-9.590096629,1.490146312,,,,,,,,,,,,
9,7/7/1998,1998,JULY,7,9.139,1.046125764,,,,,,,,,,,,,,,
10,7/7/1998,1998,JULY,7,4.857,0.158400119,0.602262941,-8.987833688,6.998137603,,,,,,,,,,,,
9,8/12/1998,1998,AUGUST,8,12.391,1.720437813,,,,,,,,,,,,,,,
10,8/12/1998,1998,AUGUST,8,16.407,2.553096097,2.136766955,-6.851066732,14.39926178,,,,,,,,,,,,
9,9/16/1998,1998,SEPTEMBER,9,11.919,1.62248946,,,,,,,,,,,,,,,
10,9/16/1998,1998,SEPTEMBER,9,7.772,0.762637871,1.192563665,-5.658503067,9.845239287,,,,,,,,,,,,
9,10/13/1998,1998,OCTOBER,10,1.400,-0.558448791,,,,,,,,,,,,,,,
10,10/13/1998,1998,OCTOBER,10,1.634,-0.509851344,-0.534150068,-6.192653135,1.517061163,,,,,,,,,,,,
9,11/19/1998,1998,NOVEMBER,11,1.058,-0.629304767,,,,,,,,,,,,,,,
10,11/19/1998,1998,NOVEMBER,11,0.659,-0.712082166,-0.670693466,-6.863346601,0.858493547,,,,,,,,,,,,
9,12/15/1998,1998,DECEMBER,12,0.514,-0.742067887,-0.742067887,-7.605414488,0.514,4.53,,,,,,,,,,,
9,1/19/1999,1999,JANUARY,1,7.543,0.715310147,,,,,,,,,,,,,,,
10,1/19/1999,1999,JANUARY,1,5.245,0.238873102,0.477091624,-7.128322864,6.394419104,,,,,,,,,,,,
9,2/17/1999,1999,FEBRUARY,2,1.090,-0.622592832,,,,,,,,,,,,,,,
10,2/17/1999,1999,FEBRUARY,2,2.790,-0.270301038,-0.446446935,-7.574769799,1.940065451,,,,,,,,,,,,
9,3/18/1999,1999,MARCH,3,5.343,0.259016749,,,,,,,,,,,,,,,
10,3/18/1999,1999,MARCH,3,6.772,0.555283524,0.407150137,-7.167619662,6.057081676,,,,,,,,,,,,
9,4/14/1999,1999,APRIL,4,0.869,-0.66860438,,,,,,,,,,,,,,,
10,4/14/1999,1999,APRIL,4,2.049,-0.423787386,-0.546195883,-7.713815545,1.458962535,,,,,,,,,,,,
9,5/18/1999,1999,MAY,5,15.582,2.38208699,,,,,,,,,,,,,,,
10,5/18/1999,1999,MAY,5,13.795,2.011574418,2.196830704,-5.516984841,14.68895751,,,,,,,,,,,,
9,6/19/1999,1999,JUNE,6,11.239,1.481578322,,,,,,,,,,,,,,,
10,6/19/1999,1999,JUNE,6,1.521,-0.533315173,0.474131574,-5.042853267,6.380142374,,,,,,,,,,,,
9,7/15/1999,1999,JULY,7,4.236,0.029608705,,,,,,,,,,,,,,,
10,7/15/1999,1999,JULY,7,2.823,-0.263341216,-0.116866256,-5.159719523,3.529678452,,,,,,,,,,,,
9,8/19/1999,1999,AUGUST,8,4.452,0.074415135,,,,,,,,,,,,,,,
10,8/19/1999,1999,AUGUST,8,3.534,-0.116040326,-0.020812595,-5.180532119,3.992958484,,,,,,,,,,,,
9,9/14/1999,1999,SEPTEMBER,9,6.858,0.573187922,,,,,,,,,,,,,,,
10,9/14/1999,1999,SEPTEMBER,9,5.031,0.19431514,0.383751531,-4.796780587,5.944226981,,,,,,,,,,,,
9,10/13/1999,1999,OCTOBER,10,0.815,-0.67975181,,,,,,,,,,,,,,,
10,10/13/1999,1999,OCTOBER,10,1.056,-0.629723117,-0.654737464,-5.451518051,0.935451546,,,,,,,,,,,,
9,11/9/1999,1999,NOVEMBER,11,0.501,-0.744721753,,,,,,,,,,,,,,,
10,11/9/1999,1999,NOVEMBER,11,0.606,-0.723117503,-0.733919628,-6.185437679,0.553545063,,,,,,,,,,,,
9,12/8/1999,1999,DECEMBER,12,0.343,-0.777600066,,,,,,,,,,,,,,,
10,12/8/1999,1999,DECEMBER,12,0.571,-0.730371869,-0.753985967,-6.939423646,0.456762346,4.36,,,,,,,,,,,
9,1/6/2000,2000,JANUARY,1,0.689,-0.705853484,,,,,,,,,,,,,,,
10,1/6/2000,2000,JANUARY,1,1.349,-0.568950773,-0.637402129,-7.576825775,1.019062254,,,,,,,,,,,,
9,2/22/2000,2000,FEBRUARY,2,4.912,0.169814373,,,,,,,,,,,,,,,
10,2/22/2000,2000,FEBRUARY,2,4.529,0.090301306,0.130057839,-7.446767935,4.720627368,,,,,,,,,,,,
9,3/14/2000,2000,MARCH,3,0.854,-0.671660907,,,,,,,,,,,,,,,
10,3/14/2000,2000,MARCH,3,1.856,-0.463939919,-0.567800413,-8.014568349,1.354760912,,,,,,,,,,,,
9,4/10/2000,2000,APRIL,4,0.989,-0.643569015,,,,,,,,,,,,,,,
10,4/10/2000,2000,APRIL,4,1.456,-0.546849141,-0.595209078,-8.609777426,1.222565149,,,,,,,,,,,,
9,5/17/2000,2000,MAY,5,2.061,-0.421342844,,,,,,,,,,,,,,,
10,5/17/2000,2000,MAY,5,2.268,-0.378464994,-0.399903919,-9.009681345,2.164548825,,,,,,,,,,,,
9,6/15/2000,2000,JUNE,6,3.116,-0.202574054,,,,,,,,,,,,,,,
10,6/15/2000,2000,JUNE,6,5.029,0.194007278,-0.004283388,-9.013964733,4.072681128,,,,,,,,,,,,
9,7/12/2000,2000,JULY,7,5.816,0.357222992,,,,,,,,,,,,,,,
10,7/12/2000,2000,JULY,7,6.692,0.538885178,0.448054085,-8.565910649,6.254367051,,,,,,,,,,,,
9,8/17/2000,2000,AUGUST,8,0.846,-0.67322033,,,,,,,,,,,,,,,
10,8/17/2000,2000,AUGUST,8,3.577,-0.107137354,-0.390178842,-8.956089491,2.21145421,,,,,,,,,,,,
9,9/14/2000,2000,SEPTEMBER,9,1.206,-0.598542743,,,,,,,,,,,,,,,
10,9/14/2000,2000,SEPTEMBER,9,1.800,-0.475403975,-0.536973359,-9.49306285,1.503444039,,,,,,,,,,,,
9,10/16/2000,2000,OCTOBER,10,0.440,-0.757464773,,,,,,,,,,,,,,,
10,10/16/2000,2000,OCTOBER,10,1.562,-0.524849165,-0.641156969,-10.13421982,1.000952144,,,,,,,,,,,,
9,11/16/2000,2000,NOVEMBER,11,0.395,-0.766734251,,,,,,,,,,,,,,,
10,11/16/2000,2000,NOVEMBER,11,0.540,-0.736745191,-0.751739721,-10.88595954,0.4675963,,,,,,,,,,,,
9,12/13/2000,2000,DECEMBER,12,5.881,0.370573004,,,,,,,,,,,,,,,
10,12/13/2000,2000,DECEMBER,12,2.078,-0.41790309,-0.023665043,-10.90962458,3.979200737,2.50,,,,,,,,,,,
9,1/11/2001,2001,JANUARY,1,3.918,-0.036270894,,,,,,,,,,,,,,,
10,1/11/2001,2001,JANUARY,1,3.824,-0.055907173,-0.046089034,-10.95571362,3.871046743,,,,,,,,,,,,
9,2/7/2001,2001,FEBRUARY,2,3.886,-0.043023821,,,,,,,,,,,,,,,
10,2/7/2001,2001,FEBRUARY,2,2.356,-0.360106241,-0.201565031,-11.15727865,3.121164598,,,,,,,,,,,,
9,3/12/2001,2001,MARCH,3,5.607,0.31389936,,,,,,,,,,,,,,,
10,3/12/2001,2001,MARCH,3,8.920,1.000772105,0.657335733,-10.49994291,7.263761261,,,,,,,,,,,,
9,4/17/2001,2001,APRIL,4,0.823,-0.678143342,,,,,,,,,,,,,,,
10,4/17/2001,2001,APRIL,4,1.609,-0.515156998,-0.59665017,-11.09659308,1.215614561,,,,,,,,,,,,
9,5/14/2001,2001,MAY,5,0.283,-0.78998324,,,,,,,,,,,,,,,
10,5/14/2001,2001,MAY,5,0.653,-0.713206012,-0.751594626,-11.84818771,0.468296113,,,,,,,,,,,,
9,6/12/2001,2001,JUNE,6,1.663,-0.503984617,,,,,,,,,,,,,,,
10,6/12/2001,2001,JUNE,6,3.569,-0.108631058,-0.306307838,-12.15449555,2.615975614,,,,,,,,,,,,
9,7/18/2001,2001,JULY,7,4.999,0.187676029,,,,,,,,,,,,,,,
10,7/18/2001,2001,JULY,7,3.929,-0.034173477,0.076751276,-12.07774427,4.463522473,,,,,,,,,,,,
9,8/14/2001,2001,AUGUST,8,3.304,-0.163623556,,,,,,,,,,,,,,,
10,8/14/2001,2001,AUGUST,8,1.665,-0.503403914,-0.333513735,-12.41125801,2.484757825,,,,,,,,,,,,
9,9/11/2001,2001,SEPTEMBER,9,2.935,-0.240214861,,,,,,,,,,,,,,,
10,9/11/2001,2001,SEPTEMBER,9,2.794,-0.269321141,-0.254768001,-12.66602601,2.864559344,,,,,,,,,,,,
9,10/18/2001,2001,OCTOBER,10,0.472,-0.75080572,,,,,,,,,,,,,,,
10,10/18/2001,2001,OCTOBER,10,1.211,-0.597550139,-0.67417793,-13.34020394,0.841687501,,,,,,,,,,,,
9,11/7/2001,2001,NOVEMBER,11,0.479,-0.749460966,,,,,,,,,,,,,,,
10,11/7/2001,2001,NOVEMBER,11,0.310,-0.784480716,-0.766970841,-14.10717478,0.394134511,,,,,,,,,,,,
9,12/5/2001,2001,DECEMBER,12,0.419,-0.761877958,,,,,,,,,,,,,,,
10,12/5/2001,2001,DECEMBER,12,0.757,-0.691681609,-0.726779784,-14.83395456,0.587981516,2.52,,,,,,,,,,,
9,1/16/2002,2002,JANUARY,1,1.148,-0.61066957,,,,,,,,,,,,,,,
10,1/16/2002,2002,JANUARY,1,1.682,-0.49994814,-0.555308855,-15.38926342,1.415009419,,,,,,,,,,,,
9,2/14/2002,2002,FEBRUARY,2,0.713,-0.700864009,,,,,,,,,,,,,,,
10,2/14/2002,2002,FEBRUARY,2,0.954,-0.650975909,-0.675919959,-16.06518338,0.833285454,,,,,,,,,,,,
9,3/21/2002,2002,MARCH,3,1.348,-0.569168055,,,,,,,,,,,,,,,
10,3/21/2002,2002,MARCH,3,1.289,-0.581508614,-0.575338334,-16.64052171,1.318404481,,,,,,,,,,,,
9,4/17/2002,2002,APRIL,4,0.858,-0.670883532,,,,,,,,,,,,,,,
10,4/17/2002,2002,APRIL,4,1.103,-0.619962794,-0.645423163,-17.28594487,0.980375701,,,,,,,,,,,,
9,5/15/2002,2002,MAY,5,1.940,-0.446533955,,,,,,,,,,,,,,,
10,5/15/2002,2002,MAY,5,2.434,-0.344121023,-0.395327489,-17.68127236,2.186621578,,,,,,,,,,,,
9,6/13/2002,2002,JUNE,6,5.315,0.253229791,,,,,,,,,,,,,,,
10,6/13/2002,2002,JUNE,6,4.261,0.034697621,0.143963706,-17.53730866,4.787697279,,,,,,,,,,,,
9,7/16/2002,2002,JULY,7,10.683,1.366293778,,,,,,,,,,,,,,,
10,7/16/2002,2002,JULY,7,8.476,0.90876771,1.137530744,-16.39977791,9.57980793,,,,,,,,,,,,
9,8/13/2002,2002,AUGUST,8,7.968,0.803279225,,,,,,,,,,,,,,,
10,8/13/2002,2002,AUGUST,8,4.655,0.116513169,0.459896197,-15.93988171,6.311483191,,,,,,,,,,,,
9,9/19/2002,2002,SEPTEMBER,9,1.909,-0.4529746,,,,,,,,,,,,,,,
10,9/19/2002,2002,SEPTEMBER,9,1.782,-0.479286758,-0.466130679,-16.40601239,1.84512804,,,,,,,,,,,,
9,10/17/2002,2002,OCTOBER,10,1.294,-0.580411259,,,,,,,,,,,,,,,
10,10/17/2002,2002,OCTOBER,10,2.499,-0.330503071,-0.455457165,-16.86146956,1.89660787,,,,,,,,,,,,
9,11/14/2002,2002,NOVEMBER,11,1.087,-0.623262178,,,,,,,,,,,,,,,
10,11/14/2002,2002,NOVEMBER,11,1.077,-0.625298926,-0.624280552,-17.48575011,1.082349425,,,,,,,,,,,,
9,12/18/2002,2002,DECEMBER,12,2.589,-0.31193455,,,,,,,,,,,,,,,
10,12/18/2002,2002,DECEMBER,12,2.842,-0.259363001,-0.285648775,-17.77139889,2.715617117,2.91,,,,,,,,,,,
9,1/15/2003,2003,JANUARY,1,3.126,-0.200468655,,,,,,,,,,,,,,,
10,1/15/2003,2003,JANUARY,1,3.298,-0.164899899,-0.182684277,-17.95408316,3.212229073,,,,,,,,,,,,
9,2/11/2003,2003,FEBRUARY,2,3.171,-0.191151476,,,,,,,,,,,,,,,
10,2/11/2003,2003,FEBRUARY,2,4.037,-0.011784691,-0.101468084,-18.05555125,3.603945956,,,,,,,,,,,,
9,3/11/2003,2003,MARCH,3,5.039,0.196044191,,,,,,,,,,,,,,,
10,3/11/2003,2003,MARCH,3,7.641,0.735633902,0.465839046,-17.5897122,6.340146371,,,,,,,,,,,,
9,4/16/2003,2003,APRIL,4,12.053,1.650397748,,,,,,,,,,,,,,,
10,4/16/2003,2003,APRIL,4,13.397,1.928988303,1.789693026,-15.80001917,12.72527642,,,,,,,,,,,,
9,5/15/2003,2003,MAY,5,1.848,-0.465608315,,,,,,,,,,,,,,,
10,5/15/2003,2003,MAY,5,4.152,0.012201993,-0.226703161,-16.02672234,2.999919932,,,,,,,,,,,,
9,6/18/2003,2003,JUNE,6,25.687,4.477099973,,,,,,,,,,,,,,,
10,6/18/2003,2003,JUNE,6,23.762,4.077962499,4.277531236,-11.7491911,24.72446272,,,,,,,,,,,,
9,7/16/2003,2003,JULY,7,17.656,2.811920322,,,,,,,,,,,,,,,
10,7/16/2003,2003,JULY,7,16.888,2.652768683,2.732344502,-9.016846598,17.27181431,,,,,,,,,,,,
9,8/13/2003,2003,AUGUST,8,24.114,4.150922488,,,,,,,,,,,,,,,
10,8/13/2003,2003,AUGUST,8,18.958,3.081930936,3.616426712,-5.400419886,21.53586456,,,,,,,,,,,,
9,9/22/2003,2003,SEPTEMBER,9,13.356,1.920428716,,,,,,,,,,,,,,,
10,9/22/2003,2003,SEPTEMBER,9,11.568,1.549846195,1.735137455,-3.66528243,12.4621474,,,,,,,,,,,,
9,10/16/2003,2003,OCTOBER,10,1.773,-0.481023068,,,,,,,,,,,,,,,
10,10/16/2003,2003,OCTOBER,10,2.172,-0.398296838,-0.439659953,-4.104942383,1.9728,,,,,,,,,,,,
9,11/17/2003,2003,NOVEMBER,11,0.869,-0.668452922,,,,,,,,,,,,,,,
10,11/17/2003,2003,NOVEMBER,11,1.308,-0.577495536,-0.622974229,-4.727916612,1.08865,,,,,,,,,,,,
9,12/16/2003,2003,DECEMBER,12,3.505,-0.121962202,,,,,,,,,,,,,,,
10,12/16/2003,2003,DECEMBER,12,4.654,0.116222993,-0.002869605,-4.730786217,4.0795,9.33,,,,,,,,,,,
9,1/12/2004,2004,JANUARY,1,5.776,0.34891384,,,,,,,,,,,,,,,
10,1/12/2004,2004,JANUARY,1,5.898,0.374125644,0.361519742,-4.369266475,5.837,,,,,,,,,,,,
9,2/9/2004,2004,FEBRUARY,2,13.942,2.042044016,,,,,,,,,,,,,,,
10,2/9/2004,2004,FEBRUARY,2,27.691,4.892615743,3.46732988,-0.901936595,20.81675,,,,,,,,,,,,
9,3/15/2004,2004,MARCH,3,10.276,1.281874968,,,,,,,,,,,,,,,
10,3/15/2004,2004,MARCH,3,9.898,1.203585684,1.242730326,0.340793731,10.0872,,,,,,,,,,,,
9,4/16/2004,2004,APRIL,4,1.617,-0.513387891,,,,,,,,,,,,,,,
10,4/16/2004,2004,APRIL,4,1.271,-0.585229091,-0.549308491,-0.20851476,1.44395,,,,,,,,,,,,
9,5/10/2004,2004,MAY,5,2.191,-0.394481894,,,,,,,,,,,,,,,
10,5/10/2004,2004,MAY,5,2.065,-0.420481566,-0.40748173,-0.61599649,2.128,,,,,,,,,,,,
9,6/22/2004,2004,JUNE,6,26.335,4.611367295,,,,,,,,,,,,,,,
10,6/22/2004,2004,JUNE,6,21.082,3.522262999,4.066815147,3.450818657,23.70815,,,,,,,,,,,,
9,7/14/2004,2004,JULY,7,14.373,2.131363464,,,,,,,,,,,,,,,
10,7/15/2004,2004,JULY,7,11.047,1.441646479,1.786504972,5.237323629,12.7099,,,,,,,,,,,,
9,8/19/2004,2004,AUGUST,8,20.988,3.502898012,,,,,,,,,,,,,,,
10,8/19/2004,2004,AUGUST,8,21.952,3.702767901,3.602832956,8.840156585,21.4703,,,,,,,,,,,,
9,9/16/2004,2004,SEPTEMBER,9,3.903,-0.03946404,,,,,,,,,,,,,,,
10,9/16/2004,2004,SEPTEMBER,9,3.912,-0.037639501,-0.038551771,8.801604814,3.9074,,,,,,,,,,,,
9,10/14/2004,2004,OCTOBER,10,1.806,-0.474168609,,,,,,,,,,,,,,,
10,10/14/2004,2004,OCTOBER,10,1.280,-0.583325766,-0.528747187,8.272857627,1.54312,,,,,,,,,,,,
9,11/18/2004,2004,NOVEMBER,11,1.703,-0.495606935,,,,,,,,,,,,,,,
10,11/18/2004,2004,NOVEMBER,11,1.307,-0.577655183,-0.536631059,7.736226568,1.505095,,,,,,,,,,,,
9,12/16/2004,2004,DECEMBER,12,3.148,-0.195934795,,,,,,,,,,,,,,,
10,12/16/2004,2004,DECEMBER,12,2.372,-0.356958603,-0.276446699,7.45977987,2.76,8.99,,,,,,,,,,,
9,1/12/2005,2005,JANUARY,1,4.342,0.0515825,,,,,,,,,,,,,,,
10,1/12/2005,2005,JANUARY,1,2.039,-0.425965548,-0.187191524,7.272588346,3.19049,,,,,,,,,,,,
9,2/15/2005,2005,FEBRUARY,2,4.792,0.144770799,,,,,,,,,,,,,,,
10,2/15/2005,2005,FEBRUARY,2,5.613,0.314985719,0.229878259,7.502466605,5.202075,,,,,,,,,,,,
9,3/16/2005,2005,MARCH,3,3.039,-0.218691765,,,,,,,,,,,,,,,
10,3/16/2005,2005,MARCH,3,2.036,-0.42655645,-0.322624107,7.179842498,2.53728,,,,,,,,,,,,
9,4/28/2005,2005,APRIL,4,3.697,-0.082251539,,,,,,,,,,,,,,,
10,4/28/2005,2005,APRIL,4,3.004,-0.225857225,-0.154054382,7.025788116,3.350315,,,,,,,,,,,,
9,5/16/2005,2005,MAY,5,6.005,0.396314519,,,,,,,,,,,,,,,
10,5/16/2005,2005,MAY,5,4.002,-0.018846756,0.188733882,7.214521998,5.00363,,,,,,,,,,,,
9,6/22/2005,2005,JUNE,6,15.885,2.444829529,,,,,,,,,,,,,,,
10,6/22/2005,2005,JUNE,6,6.559,0.511187872,1.4780087,8.692530698,11.22198,,,,,,,,,,,,
9,7/13/2005,2005,JULY,7,15.474,2.359689932,,,,,,,,,,,,,,,
10,7/13/2005,2005,JULY,7,17.421,2.763234288,2.56146211,11.25399281,16.447625,,,,,,,,,,,,
9,8/30/2005,2005,AUGUST,8,23.905,4.10752516,,,,,,,,,,,,,,,
10,8/30/2005,2005,AUGUST,8,39.265,7.292174017,5.699849588,16.9538424,31.5845,,,,,,,,,,,,
9,9/14/2005,2005,SEPTEMBER,9,20.783,3.460255647,,,,,,,,,,,,,,,
10,9/14/2005,2005,SEPTEMBER,9,17.379,2.754667251,3.107461449,20.06130385,19.081055,,,,,,,,,,,,
9,10/18/2005,2005,OCTOBER,10,3.8508,-0.05028687,,,,,,,,,,,,,,,
10,10/18/2005,2005,OCTOBER,10,3.9016,-0.039754307,-0.045020589,20.01628326,3.8762,,,,,,,,,,,,
9,11/14/2005,2005,NOVEMBER,11,0.9233,-0.657256891,,,,,,,,,,,,,,,
10,11/14/2005,2005,NOVEMBER,11,1.5990,-0.517161368,-0.58720913,19.42907413,1.26115,,,,,,,,,,,,
9,12/20/2005,2005,DECEMBER,12,1.6493,-0.506732473,,,,,,,,,,,,,,,
