9,1/25/1995,1995,JANUARY,1,12.80,-0.700768156,,,,
10,1/25/1995,1995,JANUARY,1,7.87,-0.872905028,-0.786836592,,10.335,
9,2/15/1995,1995,FEBRUARY,2,1.80,-1.084846369,,,,
10,2/15/1995,1995,FEBRUARY,2,15.70,-0.599511173,-0.842178771,-1.629015363,8.75,
9,3/23/1995,1995,MARCH,3,16.20,-0.582053073,,,,
10,3/23/1995,1995,MARCH,3,16.50,-0.571578212,-0.576815642,-2.205831006,16.35,
9,4/25/1995,1995,APRIL,4,21.10,-0.410963687,,,,
10,4/25/1995,1995,APRIL,4,18.20,-0.51222067,-0.461592179,-2.667423184,19.65,
9,5/20/1995,1995,MAY,5,28.10,-0.166550279,,,,
10,5/20/1995,1995,MAY,5,38.80,0.207053073,0.020251397,-2.647171788,33.45,
9,6/14/1995,1995,JUNE,6,52.20,0.674930168,,,,
10,6/14/1995,1995,JUNE,6,52.10,0.671438547,0.673184358,-1.97398743,52.15,
9,7/6/1995,1995,JULY,7,87.60,1.910963687,,,,
10,7/6/1995,1995,JULY,7,72.20,1.37325419,1.642108939,-0.331878492,79.9,
9,8/22/1995,1995,AUGUST,8,97.90,2.270600559,,,,
10,8/22/1995,1995,AUGUST,8,51.80,0.660963687,1.465782123,1.133903631,74.85,
9,9/21/1995,1995,SEPTEMBER,9,49.00,0.563198324,,,,
10,9/21/1995,1995,SEPTEMBER,9,22.10,-0.376047486,0.093575419,1.22747905,35.55,
9,10/12/1995,1995,OCTOBER,10,40.60,0.269902235,,,,
10,10/12/1995,1995,OCTOBER,10,6.36,-0.925628492,-0.327863128,0.899615922,23.48,
9,12/8/1995,1995,DECEMBER,12,21.20,-0.407472067,,,,
10,12/8/1995,1995,DECEMBER,12,10.90,-0.767108939,-0.587290503,0.312325419,16.05,
9,1/23/1996,1996,JANUARY,1,0.01,-1.147346369,-1.147346369,-0.83502095,0.01,
9,2/12/1996,1996,FEBRUARY,2,0.01,-1.147346369,,,,
10,2/12/1996,1996,FEBRUARY,2,0.01,-1.147346369,-1.147346369,-1.982367318,0.01,
9,3/19/1996,1996,MARCH,3,0.01,-1.147346369,,,,
10,3/19/1996,1996,MARCH,3,2.98,-1.043645251,-1.09549581,-3.077863128,1.495,
9,4/18/1996,1996,APRIL,4,3.05,-1.041201117,,,,
10,4/18/1996,1996,APRIL,4,6.77,-0.911312849,-0.976256983,-4.054120112,4.91,
9,5/7/1996,1996,MAY,5,13.50,-0.676326816,,,,
10,5/7/1996,1996,MAY,5,13.20,-0.686801676,-0.681564246,-4.735684358,13.35,
9,6/17/1996,1996,JUNE,6,58.40,0.891410615,,,,
10,6/17/1996,1996,JUNE,6,70.30,1.306913408,1.099162011,-3.636522346,64.35,
9,7/23/1996,1996,JULY,7,62.50,1.034567039,,,,
10,7/23/1996,1996,JULY,7,55.10,0.776187151,0.905377095,-2.731145251,58.8,
9,8/22/1996,1996,AUGUST,8,103.00,2.448673184,,,,
10,8/22/1996,1996,AUGUST,8,42.90,0.350209497,1.399441341,-1.331703911,72.95,
9,9/16/1996,1996,SEPTEMBER,9,59.30,0.922835196,,,,
10,9/16/1996,1996,SEPTEMBER,9,52.70,0.692388268,0.807611732,-0.524092179,56,
9,10/22/1996,1996,OCTOBER,10,22.60,-0.358589385,,,,
10,10/22/1996,1996,OCTOBER,10,21.50,-0.396997207,-0.377793296,-0.901885475,22.05,
9,11/14/1996,1996,NOVEMBER,11,18.30,-0.50872905,,,,
10,11/14/1996,1996,NOVEMBER,11,18.30,-0.50872905,-0.50872905,-1.410614525,18.3,
9,12/18/1996,1996,DECEMBER,12,19.40,-0.470321229,,,,
10,12/18/1996,1996,DECEMBER,12,15.00,-0.623952514,-0.547136872,-1.957751397,17.2,
9,1/14/1997,1997,JANUARY,1,8.29,-0.858240223,,,,
10,1/14/1997,1997,JANUARY,1,10.20,-0.791550279,-0.824895251,-2.782646648,9.245,
9,2/10/1997,1997,FEBRUARY,2,7.13,-0.898743017,,,,
10,2/10/1997,1997,FEBRUARY,2,12.30,-0.718226257,-0.808484637,-3.591131285,9.715,
9,3/28/1997,1997,MARCH,3,7.09,-0.900139665,,,,
10,3/28/1997,1997,MARCH,3,6.30,-0.927723464,-0.913931564,-4.505062849,6.695,
9,4/22/1997,1997,APRIL,4,10.70,-0.774092179,,,,
10,4/22/1997,1997,APRIL,4,5.23,-0.965083799,-0.869587989,-5.374650838,7.965,
9,5/20/1997,1997,MAY,5,17.00,-0.554120112,,,,
10,5/20/1997,1997,MAY,5,26.70,-0.215432961,-0.384776536,-5.759427374,21.85,
9,6/10/1997,1997,JUNE,6,31.70,-0.040851955,,,,
10,6/10/1997,1997,JUNE,6,23.00,-0.344622905,-0.19273743,-5.952164804,27.35,
9,7/15/1997,1997,JULY,7,88.70,1.949371508,,,,
10,7/15/1997,1997,JULY,7,60.70,0.971717877,1.460544693,-4.491620112,74.7,
9,9/2/1997,1997,AUGUST,8,51.30,0.643505587,,,,
10,9/2/1997,1997,AUGUST,8,48.40,0.542248603,0.592877095,-3.898743017,49.85,
9,9/26/1997,1997,SEPTEMBER,9,26.80,-0.211941341,,,,
10,9/26/1997,1997,SEPTEMBER,9,23.70,-0.320181564,-0.266061453,-4.164804469,25.25,
9,10/8/1997,1997,OCTOBER,10,28.40,-0.156075419,,,,
10,10/8/1997,1997,OCTOBER,10,11.20,-0.756634078,-0.456354749,-4.621159218,19.8,
9,11/20/1997,1997,NOVEMBER,11,15.30,-0.613477654,,,,
10,11/20/1997,1997,NOVEMBER,11,18.40,-0.50523743,-0.559357542,-5.18051676,16.85,
9,12/15/1997,1997,DECEMBER,12,2.11,-1.074022346,,,,
10,12/15/1997,1997,DECEMBER,12,6.32,-0.92702514,-1.000523743,-6.181040503,4.215,
9,1/21/1998,1998,JANUARY,1,9.31,-0.822625698,,,,
10,1/21/1998,1998,JANUARY,1,11.10,-0.760125698,-0.791375698,-6.972416201,10.205,
9,2/10/1998,1998,FEBRUARY,2,5.78,-0.945879888,,,,
10,2/10/1998,1998,FEBRUARY,2,10.20,-0.791550279,-0.868715084,-7.841131285,7.99,
9,3/16/1998,1998,MARCH,3,3.63,-1.020949721,,,,
10,3/16/1998,1998,MARCH,3,5.14,-0.968226257,-0.994587989,-8.835719274,4.385,
9,4/14/1998,1998,APRIL,4,8.12,-0.864175978,,,,
10,4/14/1998,1998,APRIL,4,8.41,-0.854050279,-0.859113128,-9.694832402,8.265,
9,5/20/1998,1998,MAY,5,23.50,-0.327164804,,,,
10,5/20/1998,1998,MAY,5,37.50,0.161662011,-0.082751397,-9.777583799,30.5,
9,6/17/1998,1998,JUNE,6,47.60,0.514315642,,,,
10,6/17/1998,1998,JUNE,6,36.80,0.13722067,0.325768156,-9.451815642,42.2,
9,7/7/1998,1998,JULY,7,54.30,0.74825419,,,,
10,7/7/1998,1998,JULY,7,79.90,1.642108939,1.195181564,-8.256634078,67.1,
9,8/12/1998,1998,AUGUST,8,105.00,2.518505587,,,,
10,8/12/1998,1998,AUGUST,8,57.40,0.856494413,1.6875,-6.569134078,81.2,
9,9/16/1998,1998,SEPTEMBER,9,44.80,0.416550279,,,,
10,9/16/1998,1998,SEPTEMBER,9,31.90,-0.033868715,0.191340782,-6.377793296,38.35,
9,10/13/1998,1998,OCTOBER,10,26.70,-0.215432961,,,,
10,10/13/1998,1998,OCTOBER,10,12.50,-0.711243017,-0.463337989,-6.841131285,19.6,
9,11/19/1998,1998,NOVEMBER,11,8.78,-0.841131285,,,,
10,11/19/1998,1998,NOVEMBER,11,8.62,-0.846717877,-0.843924581,-7.685055866,8.7,
9,12/15/1998,1998,DECEMBER,12,9.60,-0.8125,-0.81,-8.50,9.60,
9,1/19/1999,1999,JANUARY,1,17.60,-0.533170391,,,,
10,1/19/1999,1999,JANUARY,1,9.41,-0.819134078,-0.676152235,-9.17,-0.676152235,
9,2/17/1999,1999,FEBRUARY,2,8.81,-0.840083799,,,,
10,2/17/1999,1999,FEBRUARY,2,8.30,-0.857891061,-0.84898743,-10.02,-0.84898743,
9,3/18/1999,1999,MARCH,3,6.19,-0.931564246,,,,
10,3/18/1999,1999,MARCH,3,10.60,-0.777583799,-0.854574022,-10.88,-0.854574022,
9,4/14/1999,1999,APRIL,4,9.80,-0.80551676,,,,
10,4/14/1999,1999,APRIL,4,6.65,-0.915502793,-0.860509777,-11.74,-0.860509777,
9,5/18/1999,1999,MAY,5,40.50,0.266410615,,,,
10,5/18/1999,1999,MAY,5,43.50,0.371159218,0.318784916,-11.42,0.318784916,
9,6/19/1999,1999,JUNE,6,56.60,0.828561453,,,,
10,6/19/1999,1999,JUNE,6,70.50,1.313896648,1.07122905,-10.35,1.07122905,
9,7/15/1999,1999,JULY,7,88.80,1.952863128,,,,
10,7/15/1999,1999,JULY,7,41.30,0.294343575,1.123603352,-9.22,1.123603352,
9,8/19/1999,1999,AUGUST,8,53.70,0.727304469,,,,
10,8/19/1999,1999,AUGUST,8,55.00,0.772695531,0.75,-8.47,0.75,
9,9/14/1999,1999,SEPTEMBER,9,69.70,1.285963687,,,,
10,9/14/1999,1999,SEPTEMBER,9,84.90,1.816689944,1.551326816,-6.92,1.551326816,
9,10/13/1999,1999,OCTOBER,10,34.60,0.060405028,,,,
10,10/13/1999,1999,OCTOBER,10,28.70,-0.145600559,-0.042597765,-6.97,-0.042597765,
9,11/9/1999,1999,NOVEMBER,11,16.60,-0.568086592,,,,
10,11/9/1999,1999,NOVEMBER,11,18.50,-0.50174581,-0.534916201,-7.50,-0.534916201,
9,12/8/1999,1999,DECEMBER,12,15.30,-0.613477654,,,,
10,12/8/1999,1999,DECEMBER,12,20.10,-0.445879888,-0.529678771,-8.03,-0.529678771,
9,1/6/2000,2000,JANUARY,1,10.80,-0.770600559,,,,
10,1/6/2000,2000,JANUARY,1,14.30,-0.648393855,-0.709497207,-8.74,-0.709497207,
9,2/22/2000,2000,FEBRUARY,2,0.01,-1.147346369,,,,
10,2/22/2000,2000,FEBRUARY,2,14.60,-0.637918994,-0.892632682,-9.63,-0.892632682,
9,3/14/2000,2000,MARCH,3,15.90,-0.592527933,,,,
10,3/14/2000,2000,MARCH,3,9.33,-0.821927374,-0.707227654,-10.34,-0.707227654,
9,4/10/2000,2000,APRIL,4,0.01,-1.147346369,,,,
10,4/10/2000,2000,APRIL,4,0.01,-1.147346369,-1.147346369,-11.49,-1.147346369,
9,5/17/2000,2000,MAY,5,46.30,0.468924581,,,,
10,5/17/2000,2000,MAY,5,61.40,0.996159218,0.732541899,-10.75,0.732541899,
9,6/15/2000,2000,JUNE,6,87.00,1.890013966,,,,
10,6/15/2000,2000,JUNE,6,45.70,0.44797486,1.168994413,-9.59,1.168994413,
9,7/12/2000,2000,JULY,7,89.50,1.977304469,,,,
10,7/12/2000,2000,JULY,7,87.20,1.896997207,1.937150838,-7.65,1.937150838,
9,8/17/2000,2000,AUGUST,8,2.35,-1.065642458,,,,
10,8/17/2000,2000,AUGUST,8,30.70,-0.075768156,-0.570705307,-8.22,-0.570705307,
9,9/14/2000,2000,SEPTEMBER,9,48.70,0.552723464,,,,
10,9/14/2000,2000,SEPTEMBER,9,51.60,0.653980447,0.603351955,-7.62,0.603351955,
9,10/16/2000,2000,OCTOBER,10,30.00,-0.100209497,,,,
10,10/16/2000,2000,OCTOBER,10,20.30,-0.438896648,-0.269553073,-7.88,-0.269553073,
9,11/16/2000,2000,NOVEMBER,11,30.00,-0.100209497,,,,
10,11/16/2000,2000,NOVEMBER,11,24.50,-0.292248603,-0.19622905,-8.08,-0.19622905,
9,12/13/2000,2000,DECEMBER,12,19.40,-0.470321229,,,,
10,12/13/2000,2000,DECEMBER,12,12.40,-0.714734637,-0.592527933,-8.67,-0.592527933,
9,1/11/2001,2001,JANUARY,1,,,,,,
10,1/11/2001,2001,JANUARY,1,,,,,,
9,2/7/2001,2001,FEBRUARY,2,,,,,,
10,2/7/2001,2001,FEBRUARY,2,,,,,,
9,3/12/2001,2001,MARCH,3,0.01,-1.147346369,,,,
10,3/12/2001,2001,MARCH,3,0.01,-1.147346369,-1.147346369,-9.82,0.01,
9,4/17/2001,2001,APRIL,4,9.55,-0.81424581,,,,
10,4/17/2001,2001,APRIL,4,8.20,-0.861382682,-0.837814246,-10.66,8.875,
9,5/14/2001,2001,MAY,5,41.70,0.308310056,,,,
10,5/14/2001,2001,MAY,5,34.80,0.067388268,0.187849162,-10.47,38.25,
9,6/12/2001,2001,JUNE,6,59.30,0.922835196,,,,
10,6/12/2001,2001,JUNE,6,52.10,0.671438547,0.797136872,-9.67,55.7,
9,7/18/2001,2001,JULY,7,104.00,2.483589385,,,,
